Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,28.6,2673.678,33.8125
1,19.2,3152.722,33.8125
2,24.2,3083.947,33.8125
3,45.1,2689.372,33.8125
4,26.0,2814.942,33.8125
5,45.5,2746.1,33.8125
6,29.0,2250.057,33.8125
7,27.0,2814.068,33.8125
8,45.1,2751.088,33.8125
9,28.0,2812.414,33.8125
10,44.0,2806.932,33.8125
11,45.5,2763.584,33.8125
12,46.5,2746.646,33.8125
13,43.1,2746.157,33.8125
14,22.0,2802.527,33.8125
15,45.5,2753.702,33.8125
16,47.5,2388.023,33.8125
17,28.4,2388.043,33.8125
18,37.0,2684.37,33.8125
19,24.0,3296.915,33.8125
20,40.6,2676.429,33.8125
21,26.7,3296.321,33.8125
22,30.7,2404.579,33.8125
23,46.4,3297.093,33.8125
24,37.4,2562.744,33.8125
25,27.0,2561.956,33.8125
26,39.6,2453.897,33.8125
27,44.6,3294.377,33.8125
28,37.6,2765.186,33.8125
29,44.0,2494.39,33.8125
30,22.2,2400.41,33.8125
31,24.8,3295.819,33.8125
32,47.5,3033.04,33.8125
33,46.0,3078.804,33.8125
34,43.1,2952.715,33.8125
35,44.6,2689.345,33.8125
36,41.6,2758.681,33.8125
37,45.5,2744.53,33.8125
38,44.6,2753.492,33.8125
39,33.7,2753.449,33.8125
40,45.0,2746.227,33.8125
41,44.6,2747.658,33.8125
42,26.3,2749.762,33.8125
43,45.5,2754.08,33.8125
44,31.3,2737.543,33.8125
45,45.5,2735.568,33.8125
46,41.2,2744.104,33.8125
47,45.5,2739.96,33.8125
48,24.2,2388.237,33.8125
49,25.0,2388.079,33.8125
50,50.5,2577.794,33.8125
51,48.0,3281.062,33.8125
52,25.0,2619.963,33.8125
53,26.7,3295.274,33.8125
54,26.0,2380.518,33.8125
55,52.5,3297.394,33.8125
56,24.0,2543.423,33.8125
57,24.0,2542.769,33.8125
58,31.7,2444.567,33.8125
59,61.8,3063.656,33.8125
60,24.5,2738.177,33.8125
61,23.0,2480.974,33.8125
62,86.0,2378.763,33.8125
63,35.0,3297.504,33.8125
