Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,38.4,2016.399,36.375
1,38.0,1711.936,36.375
2,39.4,3301.936,36.375
3,39.0,3290.864,36.375
4,82.5,3238.624,36.375
5,18.8,2565.419,36.375
6,37.4,3300.377,36.375
7,38.4,3300.734,36.375
8,0.0,3311.482,36.375
9,39.0,2363.543,36.375
10,0.0,3302.441,36.375
11,38.4,1699.353,36.375
12,38.4,3304.149,36.375
13,38.4,3310.349,36.375
14,0.0,1801.381,36.375
15,37.4,3102.704,36.375
16,1.0,1371.489,36.375
17,40.0,2400.287,36.375
18,0.0,3097.282,36.375
19,0.0,1469.217,36.375
20,57.0,3302.908,36.375
21,0.0,1647.741,36.375
22,55.0,3299.507,36.375
23,7.0,3291.374,36.375
24,34.0,3316.751,36.375
25,0.0,1466.188,36.375
26,39.0,3312.997,36.375
27,0.0,1466.501,36.375
28,0.0,1466.242,36.375
29,0.0,3299.4,36.375
30,39.0,3308.987,36.375
31,0.0,1464.504,36.375
32,39.2,3308.476,36.375
33,38.0,3293.115,36.375
34,0.0,3293.591,36.375
35,39.0,3309.841,36.375
36,32.0,3302.891,36.375
37,38.6,3278.578,36.375
38,37.4,3301.785,36.375
39,0.0,3297.002,36.375
40,39.0,3305.313,36.375
41,38.8,3297.584,36.375
42,39.4,3300.443,36.375
43,38.4,3290.722,36.375
44,38.4,3291.202,36.375
45,39.0,3294.894,36.375
46,39.0,2179.077,36.375
47,37.4,3299.455,36.375
48,0.0,1368.872,36.375
49,0.0,2399.766,36.375
50,39.0,3303.831,36.375
51,0.0,1466.21,36.375
52,0.0,3307.227,36.375
53,25.7,1649.155,36.375
54,0.0,3282.269,36.375
55,1.0,3300.084,36.375
56,0.0,3297.735,36.375
57,1.0,1465.406,36.375
58,0.0,3297.575,36.375
59,1.0,1466.027,36.375
60,1.0,1466.51,36.375
61,100.0,3296.741,36.375
62,0.0,3300.084,36.375
63,0.0,1465.333,36.375
