Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,6.7,3252.135,32.9375
1,43.6,3290.017,32.9375
2,55.0,2721.095,32.9375
3,12.0,3310.489,32.9375
4,10.1,2199.384,32.9375
5,5.9,3259.834,32.9375
6,15.0,3295.432,32.9375
7,15.2,3295.474,32.9375
8,7.0,3208.274,32.9375
9,16.8,3293.989,32.9375
10,0.0,3306.276,32.9375
11,15.8,3298.176,32.9375
12,0.0,3295.596,32.9375
13,15.0,3295.708,32.9375
14,15.0,2182.482,32.9375
15,15.8,3297.028,32.9375
16,1.0,3305.441,32.9375
17,0.0,1466.584,32.9375
18,2.0,1940.942,32.9375
19,97.0,3299.95,32.9375
20,2.0,3302.613,32.9375
21,11.9,3295.783,32.9375
22,45.5,1465.254,32.9375
23,15.0,3297.022,32.9375
24,0.0,1466.609,32.9375
25,0.0,3297.635,32.9375
26,7.1,3294.171,32.9375
27,0.0,1649.24,32.9375
28,15.0,3295.936,32.9375
29,0.0,1467.177,32.9375
30,0.0,1465.891,32.9375
31,0.0,3300.604,32.9375
32,14.9,3294.537,32.9375
33,15.8,3294.322,32.9375
34,16.2,2610.291,32.9375
35,17.0,3293.144,32.9375
36,15.8,2199.434,32.9375
37,16.0,3298.695,32.9375
38,15.8,3294.465,32.9375
39,15.2,3294.43,32.9375
40,14.0,1465.524,32.9375
41,1.0,3294.697,32.9375
42,15.0,3298.665,32.9375
43,15.0,3298.285,32.9375
44,15.8,3270.538,32.9375
45,16.0,3296.056,32.9375
46,26.0,2178.125,32.9375
47,21.8,3300.098,32.9375
48,16.0,3300.085,32.9375
49,1.0,1466.368,32.9375
50,8.9,2943.703,32.9375
51,12.9,3299.798,32.9375
52,13.7,3296.101,32.9375
53,0.0,3288.809,32.9375
54,0.0,1466.035,32.9375
55,0.0,3295.392,32.9375
56,0.0,1465.028,32.9375
57,55.6,3298.619,32.9375
58,0.0,3290.762,32.9375
59,1.0,1646.383,32.9375
60,1.0,3293.706,32.9375
61,1.0,1428.775,32.9375
62,0.0,1463.907,32.9375
63,15.8,3298.739,32.9375
