Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,0.0,3299.265,36.375
1,0.0,3300.793,36.375
2,0.0,3299.132,36.375
3,0.0,3300.108,36.375
4,12.0,2648.549,36.375
5,0.0,2825.891,36.375
6,11.9,3308.481,36.375
7,12.0,2294.604,36.375
8,12.0,2760.249,36.375
9,12.0,2858.826,36.375
10,12.0,2754.73,36.375
11,0.0,3290.819,36.375
12,0.0,3315.979,36.375
13,12.0,2762.123,36.375
14,0.0,3167.81,36.375
15,10.1,2630.643,36.375
16,0.0,2447.444,36.375
17,12.0,2371.828,36.375
18,1.0,1904.693,36.375
19,12.1,2415.464,36.375
20,11.9,2604.98,36.375
21,11.9,2368.594,36.375
22,2.0,1498.172,36.375
23,6.0,1798.715,36.375
24,0.0,2500.3,36.375
25,0.0,1477.306,36.375
26,6.0,2636.16,36.375
27,0.0,3290.67,36.375
28,12.9,3315.227,36.375
29,37.4,2376.596,36.375
30,1.0,1465.426,36.375
31,12.0,3311.496,36.375
32,12.1,3298.979,36.375
33,11.9,3282.54,36.375
34,12.0,3295.752,36.375
35,12.0,3302.203,36.375
36,12.0,2688.98,36.375
37,12.0,2616.818,36.375
38,0.0,3291.777,36.375
39,12.0,3293.304,36.375
40,12.0,2822.318,36.375
41,0.0,2324.425,36.375
42,11.9,2819.658,36.375
43,11.9,3303.587,36.375
44,12.0,3295.03,36.375
45,12.0,2825.745,36.375
46,12.0,2880.653,36.375
47,62.0,3233.474,36.375
48,12.0,3302.958,36.375
49,0.0,3302.523,36.375
50,11.9,2434.302,36.375
51,0.0,1874.254,36.375
52,0.0,2566.805,36.375
53,0.0,3300.372,36.375
54,0.0,1497.173,36.375
55,55.0,1797.262,36.375
56,12.0,3296.178,36.375
57,0.0,1465.376,36.375
58,0.0,1958.013,36.375
59,43.0,3299.988,36.375
60,0.0,3301.171,36.375
61,0.0,2941.965,36.375
62,0.0,1465.715,36.375
63,0.0,3300.368,36.375
