Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,3.8,1497.071,35.9375
1,0.0,1497.906,35.9375
2,0.0,1499.748,35.9375
3,0.0,1798.612,35.9375
4,0.0,1796.478,35.9375
5,0.0,1796.552,35.9375
6,0.0,1496.806,35.9375
7,0.0,1498.726,35.9375
8,0.0,1498.211,35.9375
9,0.0,1499.315,35.9375
10,0.0,1497.34,35.9375
11,0.0,1499.325,35.9375
12,0.0,1495.835,35.9375
13,0.0,1499.321,35.9375
14,0.0,1500.026,35.9375
15,0.0,1499.324,35.9375
16,0.0,1496.584,35.9375
17,1.0,1500.038,35.9375
18,0.0,1499.582,35.9375
19,0.0,1499.421,35.9375
20,0.0,1497.947,35.9375
21,0.0,1498.173,35.9375
22,0.0,1498.007,35.9375
23,0.0,1497.528,35.9375
24,0.0,1499.109,35.9375
25,0.0,1499.142,35.9375
26,0.0,1464.614,35.9375
27,0.0,3296.745,35.9375
28,0.0,1497.108,35.9375
29,46.0,1799.612,35.9375
30,0.0,3303.472,35.9375
31,0.0,1465.368,35.9375
32,0.0,1402.443,35.9375
33,0.0,1498.441,35.9375
34,0.0,1497.796,35.9375
35,0.0,1798.739,35.9375
36,0.0,1796.009,35.9375
37,0.0,1799.467,35.9375
38,0.0,1497.186,35.9375
39,0.0,1498.071,35.9375
40,0.0,1499.94,35.9375
41,0.0,1498.53,35.9375
42,0.0,1498.005,35.9375
43,0.0,1403.136,35.9375
44,0.0,1410.207,35.9375
45,0.0,1404.178,35.9375
46,0.0,1414.073,35.9375
47,0.0,1406.213,35.9375
48,0.0,1497.517,35.9375
49,0.0,1497.042,35.9375
50,0.0,1499.947,35.9375
51,0.0,1499.469,35.9375
52,0.0,1498.883,35.9375
53,0.0,1499.576,35.9375
54,0.0,1498.721,35.9375
55,0.0,1499.475,35.9375
56,0.0,1499.379,35.9375
57,27.0,1497.146,35.9375
58,1.0,1465.042,35.9375
59,24.2,3300.0,35.9375
60,0.0,1498.743,35.9375
61,0.0,1795.869,35.9375
62,43.0,3298.653,35.9375
63,0.0,1464.488,35.9375
