Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,19.2,3300.01,35.125
1,20.0,3312.085,35.125
2,14.9,3292.588,35.125
3,19.8,3292.965,35.125
4,19.0,3310.834,35.125
5,15.0,2296.521,35.125
6,14.1,1811.554,35.125
7,18.0,3297.499,35.125
8,24.0,3297.653,35.125
9,16.0,2113.943,35.125
10,37.0,3300.022,35.125
11,44.6,3297.535,35.125
12,20.2,3297.636,35.125
13,19.0,3307.158,35.125
14,15.2,3294.805,35.125
15,18.8,3297.476,35.125
16,17.0,3298.967,35.125
17,18.0,1595.772,35.125
18,17.2,3264.913,35.125
19,7.0,3294.932,35.125
20,20.4,3297.973,35.125
21,15.0,3295.194,35.125
22,54.0,3280.124,35.125
23,22.8,3297.63,35.125
24,20.0,3300.019,35.125
25,60.0,3271.61,35.125
26,17.0,3163.29,35.125
27,18.0,3297.472,35.125
28,17.0,2198.967,35.125
29,18.2,3299.643,35.125
30,51.5,2317.027,35.125
31,18.0,2452.898,35.125
32,18.2,3295.013,35.125
33,21.0,3300.045,35.125
34,55.1,3299.291,35.125
35,56.6,3277.439,35.125
36,19.0,3294.47,35.125
37,18.0,2611.942,35.125
38,18.0,1543.711,35.125
39,18.0,3297.502,35.125
40,17.8,3292.288,35.125
41,18.8,1545.631,35.125
42,39.0,3283.584,35.125
43,28.7,3297.576,35.125
44,18.0,3299.998,35.125
45,18.2,3299.725,35.125
46,16.0,3297.362,35.125
47,15.0,3299.675,35.125
48,19.2,3297.465,35.125
49,23.0,1583.758,35.125
50,4.0,3295.03,35.125
51,5.0,3294.922,35.125
52,17.8,3170.831,35.125
53,19.8,3295.19,35.125
54,57.0,3295.301,35.125
55,18.2,3301.007,35.125
56,19.0,3299.929,35.125
57,20.0,3300.086,35.125
58,17.2,3271.094,35.125
59,19.8,3300.026,35.125
60,21.8,2202.614,35.125
61,17.0,3297.486,35.125
62,23.0,2296.267,35.125
63,17.8,3260.008,35.125
