Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,22.0,2196.422,33.625
1,24.5,3292.292,33.625
2,20.6,2293.203,33.625
3,14.9,3295.148,33.625
4,42.0,3262.515,33.625
5,37.4,2420.797,33.625
6,16.8,1494.128,33.625
7,18.0,1669.351,33.625
8,16.0,3300.171,33.625
9,19.0,3290.482,33.625
10,47.5,3257.021,33.625
11,19.0,3297.584,33.625
12,18.2,3295.13,33.625
13,15.0,1635.558,33.625
14,18.0,1644.497,33.625
15,16.0,3305.016,33.625
16,18.0,2168.337,33.625
17,17.0,3266.416,33.625
18,56.6,3257.401,33.625
19,27.0,3306.914,33.625
20,15.8,3295.633,33.625
21,18.0,3301.107,33.625
22,37.0,3257.072,33.625
23,20.8,3297.546,33.625
24,8.0,3305.483,33.625
25,14.9,3297.545,33.625
26,57.6,3307.667,33.625
27,15.0,2575.565,33.625
28,22.0,3305.867,33.625
29,18.8,3290.557,33.625
30,44.0,3297.487,33.625
31,53.5,3305.967,33.625
32,19.8,2209.161,33.625
33,17.0,3261.074,33.625
34,16.0,2044.788,33.625
35,18.0,3290.017,33.625
36,19.8,3299.893,33.625
37,49.5,2211.802,33.625
38,16.0,1423.86,33.625
39,18.8,1782.537,33.625
40,19.2,3290.207,33.625
41,17.0,3290.473,33.625
42,64.4,3298.873,33.625
43,20.0,3297.577,33.625
44,16.2,3295.121,33.625
45,16.0,2142.432,33.625
46,13.9,2186.173,33.625
47,16.8,3297.384,33.625
48,36.6,3066.411,33.625
49,19.0,2026.008,33.625
50,14.1,3296.259,33.625
51,22.8,3287.414,33.625
52,44.0,3259.013,33.625
53,20.0,3298.711,33.625
54,16.0,3297.727,33.625
55,16.0,3294.793,33.625
56,14.1,3294.929,33.625
57,16.2,3299.924,33.625
58,19.8,3294.587,33.625
59,17.0,3124.344,33.625
60,14.9,1651.632,33.625
61,20.0,3289.93,33.625
62,21.6,3290.246,33.625
63,22.8,3290.834,33.625
