Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,11.2,2821.174,34.625
1,14.0,2899.169,34.625
2,18.4,2932.52,34.625
3,10.0,3072.229,34.625
4,27.0,2999.428,34.625
5,12.0,2757.626,34.625
6,13.0,2545.697,34.625
7,21.2,3035.967,34.625
8,18.0,2754.492,34.625
9,16.0,2621.757,34.625
10,65.0,3118.794,34.625
11,48.5,2911.803,34.625
12,16.2,2507.374,34.625
13,17.0,2709.642,34.625
14,16.2,3067.674,34.625
15,11.0,2813.904,34.625
16,20.0,2494.726,34.625
17,42.0,2902.69,34.625
18,40.0,3199.082,34.625
19,13.1,2459.785,34.625
20,19.0,2671.488,34.625
21,7.0,3120.268,34.625
22,12.0,3003.18,34.625
23,37.6,3064.533,34.625
24,45.0,3265.088,34.625
25,15.8,2797.732,34.625
26,12.1,2461.706,34.625
27,22.4,2693.439,34.625
28,36.0,3213.397,34.625
29,53.0,3053.828,34.625
30,9.1,2508.501,34.625
31,19.0,3108.172,34.625
32,14.3,2720.458,34.625
33,79.8,3087.174,34.625
34,11.1,2709.218,34.625
35,12.0,2617.627,34.625
36,16.3,2698.705,34.625
37,23.2,2747.885,34.625
38,12.0,2713.776,34.625
39,28.0,2940.992,34.625
40,8.1,2865.101,34.625
41,16.2,2594.132,34.625
42,12.0,3068.65,34.625
43,10.0,2906.941,34.625
44,12.1,2588.498,34.625
45,11.8,3021.558,34.625
46,9.1,3164.063,34.625
47,19.2,2987.405,34.625
48,30.7,2879.403,34.625
49,14.0,2454.131,34.625
50,14.0,2863.736,34.625
51,4.0,2851.029,34.625
52,16.0,2619.772,34.625
53,22.0,2899.599,34.625
54,13.1,3145.951,34.625
55,15.0,2892.379,34.625
56,12.0,3184.509,34.625
57,9.1,2890.651,34.625
58,15.0,2561.798,34.625
59,15.2,2691.428,34.625
60,14.3,3075.852,34.625
61,21.4,2868.837,34.625
62,4.0,2624.63,34.625
63,56.6,3238.843,34.625
