Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,17.2,1959.984,34.625
1,26.0,2003.363,34.625
2,55.0,2407.016,34.625
3,32.0,2400.906,34.625
4,32.3,3290.774,34.625
5,16.8,2200.03,34.625
6,78.8,3296.816,34.625
7,17.3,2198.067,34.625
8,26.0,3299.969,34.625
9,12.2,3288.202,34.625
10,7.0,2551.824,34.625
11,13.9,3303.172,34.625
12,18.0,1673.317,34.625
13,23.0,2398.55,34.625
14,12.9,2392.203,34.625
15,18.2,2002.499,34.625
16,12.0,1893.785,34.625
17,51.5,3295.846,34.625
18,41.4,3300.084,34.625
19,20.2,2200.057,34.625
20,6.1,3299.41,34.625
21,55.2,3298.883,34.625
22,9.9,3293.73,34.625
23,14.1,3297.515,34.625
24,7.0,1813.401,34.625
25,12.1,3300.217,34.625
26,21.4,2398.552,34.625
27,20.2,1370.918,34.625
28,13.0,3295.546,34.625
29,12.9,3298.166,34.625
30,47.5,1647.305,34.625
31,6.0,3304.239,34.625
32,16.3,1997.688,34.625
33,33.3,1997.641,34.625
34,19.2,2398.469,34.625
35,14.0,2398.559,34.625
36,28.4,3294.355,34.625
37,14.0,2196.121,34.625
38,12.0,3299.982,34.625
39,23.2,2198.086,34.625
40,13.0,3290.243,34.625
41,15.2,3290.096,34.625
42,15.2,2013.47,34.625
43,13.0,3297.513,34.625
44,16.0,2018.399,34.625
45,16.0,2398.565,34.625
46,13.1,1997.27,34.625
47,24.0,1996.875,34.625
48,18.2,1883.036,34.625
49,39.0,3295.393,34.625
50,1.0,3306.801,34.625
51,44.0,2195.315,34.625
52,15.2,3299.924,34.625
53,13.3,3299.778,34.625
54,15.0,3297.665,34.625
55,13.0,3307.268,34.625
56,24.2,1781.034,34.625
57,13.3,3289.896,34.625
58,28.0,2402.679,34.625
59,14.1,1369.807,34.625
60,24.0,3295.756,34.625
61,13.0,3295.087,34.625
62,2.0,1649.817,34.625
63,15.2,3297.636,34.625
