Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,22.2,3276.637,35.25
1,26.0,1755.702,35.25
2,15.0,2191.205,35.25
3,51.0,3276.287,35.25
4,13.1,1721.943,35.25
5,19.2,3277.343,35.25
6,19.2,2202.017,35.25
7,19.2,3300.084,35.25
8,14.0,3300.076,35.25
9,17.2,3300.084,35.25
10,18.8,3302.073,35.25
11,15.0,3303.153,35.25
12,17.0,2431.88,35.25
13,15.0,2216.907,35.25
14,21.2,3306.218,35.25
15,19.0,3278.112,35.25
16,35.6,2371.184,35.25
17,55.1,1830.375,35.25
18,19.8,3300.0,35.25
19,19.0,3308.36,35.25
20,11.1,3297.96,35.25
21,16.0,1763.857,35.25
22,13.0,2122.606,35.25
23,18.8,3303.302,35.25
24,74.7,2547.784,35.25
25,42.0,3269.406,35.25
26,14.1,3300.07,35.25
27,18.0,1701.329,35.25
28,13.0,3298.517,35.25
29,16.8,1818.377,35.25
30,17.0,3291.887,35.25
31,16.2,3295.526,35.25
32,82.0,3301.803,35.25
33,16.0,1755.786,35.25
34,21.6,2201.16,35.25
35,62.0,3250.414,35.25
36,13.1,2100.364,35.25
37,12.0,3292.147,35.25
38,19.8,2210.118,35.25
39,18.0,3276.794,35.25
40,18.0,3279.978,35.25
41,23.0,3260.887,35.25
42,20.8,3296.129,35.25
43,20.0,2275.898,35.25
44,23.2,2376.344,35.25
45,14.0,1836.862,35.25
46,21.0,2265.172,35.25
47,22.0,3295.96,35.25
48,17.0,2127.884,35.25
49,17.0,2400.967,35.25
50,18.2,3297.634,35.25
51,15.0,2259.003,35.25
52,14.0,2458.76,35.25
53,18.0,1764.056,35.25
54,0.0,3291.683,35.25
55,50.0,3212.901,35.25
56,22.4,2254.902,35.25
57,22.2,3292.779,35.25
58,54.0,3276.304,35.25
59,18.0,3299.932,35.25
60,16.2,1811.376,35.25
61,17.0,1818.695,35.25
62,13.1,2466.177,35.25
63,14.0,1767.948,35.25
