Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,19.2,2800.184,35.625
1,27.3,2658.015,35.625
2,23.5,2545.031,35.625
3,15.0,2541.574,35.625
4,22.4,3186.589,35.625
5,14.0,2608.696,35.625
6,34.7,2872.966,35.625
7,20.0,2731.746,35.625
8,21.0,2674.394,35.625
9,21.8,3145.592,35.625
10,17.2,2534.59,35.625
11,17.2,2640.63,35.625
12,14.1,2533.196,35.625
13,19.2,2772.091,35.625
14,35.0,2765.295,35.625
15,17.3,2550.518,35.625
16,9.1,2442.467,35.625
17,19.4,2608.554,35.625
18,13.9,2759.77,35.625
19,13.0,3238.204,35.625
20,62.4,3069.746,35.625
21,10.9,2969.348,35.625
22,12.0,3140.266,35.625
23,16.0,2931.793,35.625
24,10.9,2641.327,35.625
25,54.0,3112.871,35.625
26,11.0,3069.156,35.625
27,9.0,2988.476,35.625
28,11.9,2626.847,35.625
29,23.8,2924.47,35.625
30,8.1,3115.029,35.625
31,11.9,2939.001,35.625
32,30.0,2756.777,35.625
33,17.2,2513.271,35.625
34,32.3,2582.683,35.625
35,16.0,2641.202,35.625
36,71.3,3193.325,35.625
37,15.2,2891.927,35.625
38,8.0,2672.195,35.625
39,8.0,2612.838,35.625
40,17.2,2911.219,35.625
41,11.0,3036.195,35.625
42,16.2,2531.133,35.625
43,16.3,2563.62,35.625
44,17.2,2484.797,35.625
45,27.0,2799.846,35.625
46,16.3,2499.423,35.625
47,15.2,2687.697,35.625
48,19.2,2379.45,35.625
49,19.2,2835.99,35.625
50,14.0,2515.123,35.625
51,48.0,3163.111,35.625
52,16.0,2753.062,35.625
53,12.0,3135.717,35.625
54,16.2,3113.247,35.625
55,8.9,3111.221,35.625
56,11.0,2789.394,35.625
57,17.2,2766.8,35.625
58,84.0,3176.439,35.625
59,15.0,2503.271,35.625
60,15.8,2722.306,35.625
61,37.4,2893.381,35.625
62,15.3,2994.508,35.625
63,19.2,2700.859,35.625
