Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,20.4,3268.642,36.125
1,26.0,3111.811,36.125
2,27.0,3312.206,36.125
3,21.4,3301.851,36.125
4,44.4,3299.837,36.125
5,61.6,2200.056,36.125
6,23.8,2064.426,36.125
7,17.2,1444.665,36.125
8,17.2,2125.054,36.125
9,15.3,3323.418,36.125
10,18.8,3295.68,36.125
11,45.5,3304.235,36.125
12,25.5,3300.426,36.125
13,18.0,3278.986,36.125
14,21.2,2207.556,36.125
15,21.2,3300.407,36.125
16,34.3,3305.919,36.125
17,19.6,1468.47,36.125
18,19.2,1474.917,36.125
19,22.7,1809.703,36.125
20,25.0,3299.488,36.125
21,55.0,3232.208,36.125
22,21.2,3236.229,36.125
23,25.0,3303.576,36.125
24,55.0,3229.47,36.125
25,21.0,3311.513,36.125
26,25.3,3296.751,36.125
27,20.0,3308.872,36.125
28,22.2,3305.706,36.125
29,16.3,3301.278,36.125
30,19.2,3317.931,36.125
31,16.2,2199.812,36.125
32,24.5,2305.973,36.125
33,18.0,3267.992,36.125
34,18.8,3300.719,36.125
35,21.2,3294.912,36.125
36,28.6,3297.154,36.125
37,24.8,2199.842,36.125
38,19.2,2057.636,36.125
39,21.0,1434.411,36.125
40,17.8,2100.22,36.125
41,21.8,3300.084,36.125
42,51.5,2575.967,36.125
43,41.4,3294.673,36.125
44,25.3,3309.856,36.125
45,21.8,3290.115,36.125
46,27.3,2202.364,36.125
47,27.3,3290.56,36.125
48,55.6,3252.049,36.125
49,25.3,1464.103,36.125
50,21.0,1494.113,36.125
51,18.4,1591.283,36.125
52,23.2,3307.66,36.125
53,19.8,3294.37,36.125
54,45.0,2693.343,36.125
55,17.0,3296.283,36.125
56,18.4,3301.994,36.125
57,17.2,3309.518,36.125
58,25.3,3304.446,36.125
59,23.5,3294.09,36.125
60,51.5,3303.115,36.125
61,22.2,3298.394,36.125
62,62.4,3306.691,36.125
63,24.0,1873.42,36.125
