Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,36.7,2594.572,36.3125
1,20.0,2475.628,36.3125
2,53.0,2973.342,36.3125
3,24.2,2782.81,36.3125
4,32.3,2890.66,36.3125
5,21.0,2701.291,36.3125
6,24.2,2566.307,36.3125
7,18.0,2467.471,36.3125
8,20.0,2659.901,36.3125
9,17.2,2645.829,36.3125
10,20.0,2547.839,36.3125
11,15.2,2566.283,36.3125
12,19.0,2567.14,36.3125
13,23.0,2750.529,36.3125
14,25.5,3207.24,36.3125
15,16.2,2820.108,36.3125
16,22.4,3073.299,36.3125
17,22.7,2315.631,36.3125
18,24.8,2289.836,36.3125
19,44.4,3214.266,36.3125
20,12.1,2586.401,36.3125
21,18.2,2838.615,36.3125
22,18.8,2767.127,36.3125
23,53.0,3197.347,36.3125
24,16.2,2617.786,36.3125
25,54.0,3219.019,36.3125
26,6.1,2237.134,36.3125
27,13.3,3007.317,36.3125
28,21.0,2900.482,36.3125
29,16.8,2766.573,36.3125
30,20.0,2675.467,36.3125
31,19.8,2623.66,36.3125
32,14.4,2315.17,36.3125
33,26.3,2494.724,36.3125
34,17.2,2629.675,36.3125
35,22.2,2527.744,36.3125
36,25.3,3152.782,36.3125
37,18.8,2877.59,36.3125
38,19.0,2726.163,36.3125
39,15.2,2522.664,36.3125
40,19.0,2651.169,36.3125
41,23.0,2694.092,36.3125
42,20.0,2489.275,36.3125
43,14.1,2638.3,36.3125
44,18.0,2522.445,36.3125
45,20.6,2907.185,36.3125
46,93.3,3176.4,36.3125
47,20.0,2950.708,36.3125
48,55.6,3119.84,36.3125
49,27.0,2374.994,36.3125
50,21.8,2296.338,36.3125
51,58.6,3171.329,36.3125
52,20.0,2436.715,36.3125
53,10.0,3030.234,36.3125
54,19.0,2513.07,36.3125
55,18.0,2990.883,36.3125
56,22.8,2700.762,36.3125
57,10.1,2907.174,36.3125
58,0.0,2116.636,36.3125
59,56.4,3284.939,36.3125
60,22.8,2761.929,36.3125
61,16.0,2839.868,36.3125
62,17.8,2852.129,36.3125
63,19.8,2593.334,36.3125
