Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,19.4,1683.756,33.9375
1,19.2,2885.481,33.9375
2,65.3,3291.733,33.9375
3,18.0,2312.982,33.9375
4,16.2,3298.36,33.9375
5,17.0,1974.734,33.9375
6,79.6,3271.716,33.9375
7,21.0,1468.107,33.9375
8,17.8,2913.895,33.9375
9,15.8,2907.238,33.9375
10,16.3,2247.807,33.9375
11,16.3,3289.425,33.9375
12,22.0,2833.0,33.9375
13,15.0,3295.455,33.9375
14,16.2,2821.085,33.9375
15,13.1,3294.539,33.9375
16,13.1,2804.362,33.9375
17,15.2,1374.225,33.9375
18,51.0,3289.458,33.9375
19,34.0,2690.891,33.9375
20,23.2,3245.131,33.9375
21,13.1,2254.375,33.9375
22,55.0,3310.81,33.9375
23,12.9,1646.15,33.9375
24,17.0,2670.727,33.9375
25,22.0,3276.865,33.9375
26,28.3,2815.439,33.9375
27,25.5,2810.592,33.9375
28,15.2,2691.407,33.9375
29,46.0,3277.521,33.9375
30,22.0,2814.017,33.9375
31,15.0,2816.421,33.9375
32,18.2,1646.366,33.9375
33,17.0,2885.338,33.9375
34,45.0,3279.202,33.9375
35,20.2,2161.828,33.9375
36,12.9,3274.205,33.9375
37,24.0,2819.102,33.9375
38,31.7,3274.108,33.9375
39,17.8,1730.494,33.9375
40,14.0,3231.449,33.9375
41,15.8,2907.444,33.9375
42,21.0,2247.925,33.9375
43,18.0,2909.001,33.9375
44,17.0,2213.518,33.9375
45,22.0,2812.347,33.9375
46,16.2,2220.319,33.9375
47,24.8,2817.772,33.9375
48,45.0,2422.96,33.9375
49,20.8,1422.61,33.9375
50,20.2,3297.057,33.9375
51,13.0,2187.641,33.9375
52,42.6,3302.235,33.9375
53,18.0,2103.27,33.9375
54,15.2,3277.288,33.9375
55,17.0,2181.596,33.9375
56,18.0,2670.996,33.9375
57,20.2,3278.195,33.9375
58,13.0,2390.907,33.9375
59,22.0,2377.824,33.9375
60,15.8,2681.372,33.9375
61,58.6,3293.296,33.9375
62,1.0,2499.47,33.9375
63,1.0,2500.064,33.9375
