Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,38.4,2596.697,33.5
1,39.4,3024.516,33.5
2,15.2,2727.82,33.5
3,17.2,2589.265,33.5
4,38.4,3011.071,33.5
5,17.0,2782.315,33.5
6,16.2,2674.971,33.5
7,15.2,2896.048,33.5
8,15.2,3061.195,33.5
9,12.1,2935.976,33.5
10,18.4,2658.874,33.5
11,19.2,2702.829,33.5
12,18.2,2584.751,33.5
13,30.7,3046.55,33.5
14,15.2,2911.032,33.5
15,14.1,2854.579,33.5
16,15.0,3015.729,33.5
17,20.4,2326.758,33.5
18,15.2,2682.299,33.5
19,15.2,2562.446,33.5
20,81.0,3058.136,33.5
21,14.0,2764.737,33.5
22,73.3,3122.598,33.5
23,18.4,2674.985,33.5
24,19.4,2730.144,33.5
25,17.0,2729.597,33.5
26,17.2,3018.507,33.5
27,16.0,2703.167,33.5
28,45.9,3167.277,33.5
29,37.0,3132.72,33.5
30,24.0,2752.286,33.5
31,21.2,2787.14,33.5
32,19.2,2586.315,33.5
33,52.5,2993.235,33.5
34,17.0,2551.287,33.5
35,17.2,2572.263,33.5
36,52.5,2986.229,33.5
37,16.5,2738.958,33.5
38,19.0,2644.83,33.5
39,14.3,2849.692,33.5
40,18.4,3127.907,33.5
41,14.1,2851.547,33.5
42,15.2,2654.896,33.5
43,15.0,2641.823,33.5
44,21.4,2761.863,33.5
45,17.8,2918.129,33.5
46,16.5,2935.034,33.5
47,15.2,2840.81,33.5
48,18.0,2597.094,33.5
49,30.3,2762.274,33.5
50,49.5,2840.855,33.5
51,18.2,2698.852,33.5
52,17.3,2913.791,33.5
53,15.2,2595.57,33.5
54,11.2,2590.78,33.5
55,29.0,3176.548,33.5
56,13.9,2896.137,33.5
57,16.2,2690.278,33.5
58,16.3,2818.289,33.5
59,16.2,2607.706,33.5
60,5.1,2973.398,33.5
61,2.0,3037.591,33.5
62,15.8,2776.051,33.5
63,17.0,2838.386,33.5
