Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,14.5,2346.918,33.875
1,8.9,1478.68,33.875
2,23.2,3283.959,33.875
3,5.0,1465.692,33.875
4,9.0,1462.88,33.875
5,5.9,3188.553,33.875
6,11.9,1499.722,33.875
7,5.0,2557.629,33.875
8,9.9,2400.1,33.875
9,23.2,1376.325,33.875
10,5.0,1796.663,33.875
11,8.9,1797.49,33.875
12,8.9,1798.946,33.875
13,62.4,1797.982,33.875
14,14.0,1829.277,33.875
15,9.0,1677.503,33.875
16,3.0,1799.921,33.875
17,12.9,1376.436,33.875
18,3.0,1499.688,33.875
19,13.9,1499.74,33.875
20,46.5,2048.38,33.875
21,14.9,1735.563,33.875
22,21.0,1503.957,33.875
23,5.9,1782.385,33.875
24,9.0,1649.68,33.875
25,51.0,3298.429,33.875
26,14.0,3303.334,33.875
27,3.0,1464.796,33.875
28,11.0,3296.669,33.875
29,6.1,1648.495,33.875
30,8.0,1465.684,33.875
31,36.0,3299.607,33.875
32,6.9,3291.107,33.875
33,11.0,1466.808,33.875
34,5.0,3301.469,33.875
35,11.0,1459.926,33.875
36,0.0,1465.115,33.875
37,23.5,3279.211,33.875
38,5.9,1498.652,33.875
39,9.0,3195.908,33.875
40,12.0,2397.442,33.875
41,9.0,1371.847,33.875
42,8.0,2309.679,33.875
43,8.9,2291.222,33.875
44,8.9,2217.141,33.875
45,10.8,2292.207,33.875
46,13.9,1761.254,33.875
47,9.9,1909.6,33.875
48,30.3,2030.99,33.875
49,9.0,1430.604,33.875
50,47.0,1499.241,33.875
51,12.9,1499.02,33.875
52,3.0,1556.531,33.875
53,5.9,2322.652,33.875
54,27.3,1499.896,33.875
55,9.0,1782.686,33.875
56,4.0,2205.566,33.875
57,4.0,3301.163,33.875
58,31.0,3299.896,33.875
59,5.0,1466.369,33.875
60,50.5,3297.045,33.875
61,10.8,2133.388,33.875
62,7.8,1463.426,33.875
63,8.9,3301.173,33.875
