Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,21.2,3166.033,34.625
1,11.1,3305.659,34.625
2,35.4,3295.113,34.625
3,18.4,2038.635,34.625
4,10.1,2204.818,34.625
5,77.0,3295.993,34.625
6,10.1,2432.478,34.625
7,10.2,3299.946,34.625
8,4.0,3296.221,34.625
9,9.0,2509.943,34.625
10,10.2,2247.711,34.625
11,63.0,3299.183,34.625
12,11.2,2475.288,34.625
13,6.0,3288.699,34.625
14,12.2,2525.273,34.625
15,5.9,2502.928,34.625
16,47.5,2330.904,34.625
17,23.2,3313.297,34.625
18,37.0,3299.876,34.625
19,10.1,3298.941,34.625
20,61.4,3301.391,34.625
21,13.9,3307.676,34.625
22,8.9,2879.279,34.625
23,8.0,2923.439,34.625
24,12.2,2121.025,34.625
25,7.9,2945.188,34.625
26,4.0,2402.274,34.625
27,7.9,3305.586,34.625
28,8.0,3314.332,34.625
29,8.0,3295.724,34.625
30,3.0,2424.107,34.625
31,10.1,3299.655,34.625
32,20.4,3292.0,34.625
33,10.9,3292.07,34.625
34,40.0,3302.532,34.625
35,21.8,3159.432,34.625
36,12.0,2194.142,34.625
37,11.1,3295.316,34.625
38,11.0,3297.257,34.625
39,10.0,3261.577,34.625
40,31.7,3300.066,34.625
41,15.0,3311.196,34.625
42,10.0,2788.27,34.625
43,10.1,3300.084,34.625
44,17.0,3304.918,34.625
45,10.1,3306.233,34.625
46,11.1,3295.142,34.625
47,38.4,3298.785,34.625
48,5.0,2315.704,34.625
49,6.9,3297.986,34.625
50,12.0,3300.313,34.625
51,8.2,3292.817,34.625
52,14.1,3290.355,34.625
53,14.1,3296.796,34.625
54,5.0,3298.55,34.625
55,8.0,3291.04,34.625
56,12.0,3297.242,34.625
57,10.9,3299.271,34.625
58,12.1,3262.472,34.625
59,28.3,3292.379,34.625
60,7.9,3301.619,34.625
61,7.1,3296.943,34.625
62,47.5,3307.324,34.625
63,19.2,3288.352,34.625
