Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,17.2,1657.897,33.75
1,15.2,1559.494,33.75
2,21.4,3308.642,33.75
3,51.5,3271.226,33.75
4,16.0,3301.25,33.75
5,13.0,3307.289,33.75
6,13.1,3314.499,33.75
7,18.0,2206.052,33.75
8,47.0,3256.386,33.75
9,44.9,1991.505,33.75
10,18.2,2687.395,33.75
11,16.0,3299.212,33.75
12,17.0,2152.187,33.75
13,16.0,3094.021,33.75
14,16.2,3310.168,33.75
15,12.0,1476.413,33.75
16,19.2,2680.378,33.75
17,18.0,3045.682,33.75
18,13.3,2722.711,33.75
19,15.2,3312.341,33.75
20,13.3,3292.279,33.75
21,24.0,3269.425,33.75
22,14.0,3290.244,33.75
23,10.0,2667.062,33.75
24,4.0,3288.843,33.75
25,14.9,3258.673,33.75
26,18.4,2746.7,33.75
27,17.3,2738.417,33.75
28,16.0,2909.765,33.75
29,16.0,2739.1,33.75
30,16.0,3162.349,33.75
31,17.0,2406.008,33.75
32,19.0,1586.635,33.75
33,17.2,1566.796,33.75
34,16.8,3063.09,33.75
35,32.7,2985.314,33.75
36,38.4,3080.721,33.75
37,16.0,3079.657,33.75
38,19.2,3269.247,33.75
39,15.2,2206.453,33.75
40,18.2,3300.084,33.75
41,41.6,2024.897,33.75
42,14.1,2665.401,33.75
43,18.2,3081.576,33.75
44,18.2,3299.315,33.75
45,14.0,2290.582,33.75
46,16.0,3298.954,33.75
47,18.2,1578.717,33.75
48,17.0,3002.433,33.75
49,14.3,3297.072,33.75
50,17.2,2702.167,33.75
51,15.2,3303.064,33.75
52,15.2,3028.408,33.75
53,38.0,3300.084,33.75
54,15.3,3041.046,33.75
55,57.0,2764.07,33.75
56,17.8,1457.735,33.75
57,97.0,3258.266,33.75
58,18.4,2742.272,33.75
59,18.4,2736.806,33.75
60,15.0,3288.4,33.75
61,13.0,3291.751,33.75
62,18.4,3286.447,33.75
63,16.2,3053.447,33.75
