Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,11.1,3299.946,34.625
1,17.0,3034.791,34.625
2,49.0,3302.484,34.625
3,56.4,3287.455,34.625
4,19.2,1470.367,34.625
5,20.0,3299.926,34.625
6,8.2,3252.577,34.625
7,14.0,3297.78,34.625
8,14.1,2219.535,34.625
9,11.0,2347.252,34.625
10,70.3,1597.275,34.625
11,9.0,3300.891,34.625
12,18.6,3078.701,34.625
13,35.0,3309.705,34.625
14,15.2,3299.463,34.625
15,18.2,3299.009,34.625
16,24.8,3214.564,34.625
17,18.0,1752.831,34.625
18,12.1,2366.129,34.625
19,21.2,1462.327,34.625
20,11.1,1468.956,34.625
21,47.5,3313.611,34.625
22,17.2,3279.48,34.625
23,20.2,3289.581,34.625
24,17.0,3272.344,34.625
25,17.3,3271.145,34.625
26,13.1,3305.122,34.625
27,13.1,3293.242,34.625
28,28.7,3297.099,34.625
29,11.0,3229.612,34.625
30,13.1,3308.481,34.625
31,80.0,3280.422,34.625
32,14.1,3162.289,34.625
33,19.0,3053.744,34.625
34,17.0,3290.436,34.625
35,14.0,3299.259,34.625
36,8.1,1466.247,34.625
37,29.0,3295.37,34.625
38,15.2,3058.191,34.625
39,9.1,3292.153,34.625
40,15.2,2236.853,34.625
41,15.2,2253.126,34.625
42,13.0,1641.055,34.625
43,16.0,3295.017,34.625
44,17.2,3078.739,34.625
45,14.9,3075.878,34.625
46,21.0,3297.406,34.625
47,35.4,3258.558,34.625
48,38.0,3278.078,34.625
49,12.1,2367.116,34.625
50,4.0,2323.983,34.625
51,16.2,1465.776,34.625
52,16.8,1466.575,34.625
53,10.1,3303.93,34.625
54,14.1,3279.491,34.625
55,13.1,3289.583,34.625
56,76.2,3275.623,34.625
57,20.6,3277.541,34.625
58,16.0,3275.485,34.625
59,11.1,3291.363,34.625
60,17.3,3286.211,34.625
61,16.2,2523.664,34.625
62,12.0,3301.473,34.625
63,12.1,3276.773,34.625
