Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,25.3,2591.979,35.125
1,17.2,2512.353,35.125
2,97.0,3229.641,35.125
3,21.8,2799.013,35.125
4,55.0,3024.261,35.125
5,16.7,2815.338,35.125
6,22.8,2703.242,35.125
7,20.0,2723.087,35.125
8,23.2,2699.188,35.125
9,20.8,2830.018,35.125
10,22.2,2804.187,35.125
11,20.2,2535.362,35.125
12,19.2,3056.037,35.125
13,40.4,3159.063,35.125
14,45.5,2915.471,35.125
15,9.9,2623.769,35.125
16,18.0,2202.253,35.125
17,20.2,2638.28,35.125
18,11.2,2453.367,35.125
19,6.0,2442.979,35.125
20,21.0,2883.585,35.125
21,20.8,2744.142,35.125
22,20.2,2632.96,35.125
23,17.0,2695.121,35.125
24,14.1,2326.72,35.125
25,17.0,2869.796,35.125
26,19.0,2536.969,35.125
27,16.0,2959.926,35.125
28,17.8,2983.33,35.125
29,13.0,2551.485,35.125
30,52.5,3196.326,35.125
31,51.0,2974.982,35.125
32,19.0,2733.58,35.125
33,22.8,2537.844,35.125
34,16.7,3179.27,35.125
35,13.0,2625.577,35.125
36,31.7,3025.794,35.125
37,46.0,3083.132,35.125
38,22.8,2620.76,35.125
39,21.2,2931.64,35.125
40,15.0,2672.608,35.125
41,14.9,2817.779,35.125
42,17.0,2799.793,35.125
43,16.2,2685.325,35.125
44,14.0,2668.303,35.125
45,35.7,3186.226,35.125
46,16.8,2728.698,35.125
47,20.6,2680.542,35.125
48,20.0,2164.159,35.125
49,13.1,2440.159,35.125
50,20.0,2386.032,35.125
51,18.2,2395.323,35.125
52,11.0,2842.608,35.125
53,19.0,2844.563,35.125
54,18.0,2886.002,35.125
55,16.2,2698.204,35.125
56,10.1,2949.535,35.125
57,92.9,3274.713,35.125
58,14.0,2733.602,35.125
59,25.5,2695.697,35.125
60,14.1,2644.669,35.125
61,19.2,2631.816,35.125
62,19.2,3098.272,35.125
63,16.0,2510.162,35.125
