Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,24.2,3229.812,34.125
1,29.3,3307.227,34.125
2,69.7,3236.266,34.125
3,18.2,2272.472,34.125
4,25.7,1663.384,34.125
5,22.2,3299.544,34.125
6,25.3,2493.135,34.125
7,26.0,2498.468,34.125
8,22.2,2415.514,34.125
9,22.2,3303.831,34.125
10,27.0,3009.315,34.125
11,18.0,2599.025,34.125
12,23.0,2540.021,34.125
13,24.8,2890.312,34.125
14,49.0,3226.074,34.125
15,22.5,3303.201,34.125
16,33.7,3283.07,34.125
17,21.2,3299.829,34.125
18,47.0,3259.548,34.125
19,19.4,3173.958,34.125
20,20.2,2284.038,34.125
21,26.0,3308.631,34.125
22,58.6,3258.517,34.125
23,23.0,2676.283,34.125
24,17.0,3299.15,34.125
25,32.3,3300.723,34.125
26,24.2,3302.288,34.125
27,20.2,3297.272,34.125
28,68.4,3299.524,34.125
29,16.0,2199.818,34.125
30,22.2,2590.908,34.125
31,20.2,2578.991,34.125
32,17.2,3291.029,34.125
33,17.0,3294.642,34.125
34,19.2,3303.418,34.125
35,9.9,2542.771,34.125
36,20.2,3288.283,34.125
37,19.0,3299.015,34.125
38,17.2,3297.819,34.125
39,16.0,3290.668,34.125
40,17.0,3304.305,34.125
41,23.2,3289.392,34.125
42,21.0,3297.475,34.125
43,23.0,3295.166,34.125
44,21.2,3297.483,34.125
45,22.0,3293.67,34.125
46,21.0,3295.423,34.125
47,20.0,3304.7,34.125
48,24.5,2318.211,34.125
49,55.0,3255.311,34.125
50,16.2,3300.098,34.125
51,21.0,3299.258,34.125
52,27.0,3302.472,34.125
53,85.9,3305.418,34.125
54,23.2,3298.358,34.125
55,21.2,3292.412,34.125
56,64.0,3301.914,34.125
57,11.9,3296.118,34.125
58,24.2,3299.69,34.125
59,21.0,3299.165,34.125
60,20.8,2619.479,34.125
61,15.0,2195.405,34.125
62,25.0,2441.022,34.125
63,18.4,2595.594,34.125
