Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,39.0,3308.505,34.25
1,16.2,3320.36,34.25
2,35.6,3284.687,34.25
3,48.0,2473.601,34.25
4,16.8,3305.029,34.25
5,12.0,3302.641,34.25
6,54.5,3308.485,34.25
7,11.0,3313.059,34.25
8,23.0,3297.544,34.25
9,22.0,3313.047,34.25
10,75.8,3271.829,34.25
11,24.0,3297.045,34.25
12,8.0,3314.256,34.25
13,18.2,2474.063,34.25
14,12.0,3298.888,34.25
15,20.2,3299.138,34.25
16,13.0,2118.995,34.25
17,29.7,3291.436,34.25
18,49.5,3206.797,34.25
19,15.0,1922.152,34.25
20,16.2,2950.463,34.25
21,11.1,2932.507,34.25
22,6.0,3295.845,34.25
23,20.0,2117.753,34.25
24,19.0,2678.35,34.25
25,9.0,2943.726,34.25
26,22.0,2956.025,34.25
27,19.2,2140.054,34.25
28,20.8,2958.431,34.25
29,20.0,2956.531,34.25
30,18.0,2150.313,34.25
31,12.0,2136.098,34.25
32,20.0,3302.155,34.25
33,18.0,3305.152,34.25
34,15.3,3296.191,34.25
35,11.9,3290.328,34.25
36,33.7,3292.838,34.25
37,21.8,3297.958,34.25
38,11.0,3302.363,34.25
39,17.0,3291.804,34.25
40,12.1,3299.431,34.25
41,20.2,3275.294,34.25
42,17.2,3254.114,34.25
43,12.9,3299.394,34.25
44,15.2,3290.576,34.25
45,19.0,2418.879,34.25
46,7.1,3299.186,34.25
47,6.9,3296.683,34.25
48,58.0,1730.834,34.25
49,39.4,3267.153,34.25
50,20.0,3263.156,34.25
51,17.0,1604.686,34.25
52,11.9,2959.335,34.25
53,28.0,2940.488,34.25
54,60.0,3272.167,34.25
55,14.0,3290.194,34.25
56,12.9,3299.596,34.25
57,17.2,3288.144,34.25
58,19.2,3299.924,34.25
59,13.0,3299.939,34.25
60,11.9,3299.866,34.25
61,8.0,3300.074,34.25
62,11.9,2719.214,34.25
63,19.0,3299.939,34.25
