Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,11.9,2999.726,35.6875
1,11.9,2654.251,35.6875
2,21.0,2990.374,35.6875
3,12.1,2656.395,35.6875
4,21.2,2718.917,35.6875
5,15.3,2667.008,35.6875
6,19.0,2597.957,35.6875
7,19.8,2606.832,35.6875
8,18.0,2795.712,35.6875
9,17.2,2582.146,35.6875
10,18.8,2714.336,35.6875
11,17.0,2487.314,35.6875
12,28.0,3177.641,35.6875
13,20.0,2834.288,35.6875
14,9.0,3036.915,35.6875
15,70.3,2977.563,35.6875
16,22.8,2386.89,35.6875
17,46.5,2985.457,35.6875
18,10.2,2555.004,35.6875
19,13.0,2570.682,35.6875
20,44.6,2985.729,35.6875
21,14.9,2723.629,35.6875
22,44.0,3055.169,35.6875
23,15.0,2800.459,35.6875
24,34.3,3219.048,35.6875
25,36.0,3052.705,35.6875
26,22.8,2301.213,35.6875
27,10.1,3023.404,35.6875
28,16.2,2932.003,35.6875
29,19.8,2656.446,35.6875
30,73.0,3142.78,35.6875
31,8.0,2926.802,35.6875
32,12.1,3015.545,35.6875
33,4.0,2787.099,35.6875
34,48.5,3113.626,35.6875
35,20.0,2703.867,35.6875
36,38.0,2864.413,35.6875
37,19.0,2521.257,35.6875
38,18.8,2678.924,35.6875
39,18.0,2600.854,35.6875
40,29.0,2838.571,35.6875
41,20.2,2540.096,35.6875
42,18.0,2833.457,35.6875
43,17.2,2590.884,35.6875
44,18.8,2947.797,35.6875
45,15.0,2838.776,35.6875
46,30.0,3197.688,35.6875
47,16.2,2791.7,35.6875
48,10.1,2344.394,35.6875
49,19.8,2573.029,35.6875
50,20.8,2439.04,35.6875
51,11.0,2547.561,35.6875
52,9.0,3044.525,35.6875
53,17.0,2613.762,35.6875
54,9.1,2668.665,35.6875
55,10.0,2803.676,35.6875
56,14.1,3129.457,35.6875
57,9.0,2928.304,35.6875
58,10.1,2486.727,35.6875
59,24.0,2974.396,35.6875
60,18.2,3161.96,35.6875
61,39.0,2975.517,35.6875
62,15.3,3045.729,35.6875
63,22.0,3043.186,35.6875
