Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,14.5,1499.465,37.6875
1,7.0,1499.011,37.6875
2,0.0,1799.237,37.6875
3,5.0,1795.825,37.6875
4,0.0,1497.74,37.6875
5,56.4,1795.444,37.6875
6,5.0,1498.225,37.6875
7,9.0,1497.82,37.6875
8,0.0,1799.365,37.6875
9,1.0,1797.972,37.6875
10,5.9,1551.628,37.6875
11,1.0,3299.018,37.6875
12,1.0,1465.525,37.6875
13,27.3,3296.414,37.6875
14,5.1,1505.138,37.6875
15,6.1,1497.925,37.6875
16,4.0,3299.821,37.6875
17,0.0,1466.367,37.6875
18,0.0,1799.535,37.6875
19,5.0,1799.484,37.6875
20,4.0,1499.755,37.6875
21,5.0,1797.29,37.6875
22,5.0,1796.063,37.6875
23,4.0,1798.209,37.6875
24,0.0,1463.929,37.6875
25,45.0,3305.525,37.6875
26,43.0,3285.441,37.6875
27,5.9,1647.481,37.6875
28,1.0,1797.307,37.6875
29,0.0,1798.453,37.6875
30,5.0,1798.837,37.6875
31,4.0,1799.468,37.6875
32,6.0,1498.975,37.6875
33,0.0,1499.937,37.6875
34,5.0,1797.72,37.6875
35,0.0,1792.409,37.6875
36,0.0,1323.54,37.6875
37,0.0,2089.513,37.6875
38,5.0,1496.836,37.6875
39,0.0,1499.998,37.6875
40,3.0,1996.515,37.6875
41,5.0,2649.702,37.6875
42,1.0,1464.044,37.6875
43,26.5,3296.686,37.6875
44,5.0,1464.783,37.6875
45,0.0,3299.721,37.6875
46,22.2,1502.011,37.6875
47,1.0,1499.443,37.6875
48,54.5,3283.645,37.6875
49,6.9,1451.681,37.6875
50,4.0,2058.735,37.6875
51,1.0,1520.572,37.6875
52,55.0,1305.375,37.6875
53,0.0,2221.308,37.6875
54,2.0,2136.193,37.6875
55,0.0,2217.083,37.6875
56,1.0,1422.543,37.6875
57,4.0,3293.651,37.6875
58,4.0,3294.552,37.6875
59,0.0,2386.338,37.6875
60,5.0,1733.599,37.6875
61,4.0,2351.64,37.6875
62,0.0,2342.697,37.6875
63,0.0,2318.384,37.6875
