Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,19.0,2379.38,37.4375
1,3.0,1376.527,37.4375
2,18.0,3280.234,37.4375
3,18.2,1537.056,37.4375
4,18.0,1535.478,37.4375
5,5.1,3279.771,37.4375
6,0.0,3310.904,37.4375
7,18.0,1533.95,37.4375
8,17.2,3280.633,37.4375
9,18.0,3279.657,37.4375
10,18.8,3294.27,37.4375
11,18.8,1531.337,37.4375
12,18.0,3279.267,37.4375
13,18.0,3279.223,37.4375
14,0.0,2536.775,37.4375
15,13.9,2493.826,37.4375
16,52.0,3253.71,37.4375
17,0.0,1454.9,37.4375
18,0.0,3312.254,37.4375
19,18.2,3299.926,37.4375
20,61.4,3241.409,37.4375
21,2.0,1466.185,37.4375
22,0.0,3309.572,37.4375
23,18.0,3297.439,37.4375
24,17.2,3300.089,37.4375
25,17.3,3300.074,37.4375
26,18.0,1558.754,37.4375
27,18.2,3297.437,37.4375
28,17.2,3297.431,37.4375
29,2.0,1874.545,37.4375
30,18.0,3294.928,37.4375
31,18.8,1554.3,37.4375
32,0.0,2855.747,37.4375
33,0.0,1422.294,37.4375
34,0.0,3303.904,37.4375
35,0.0,3297.306,37.4375
36,0.0,2431.505,37.4375
37,7.1,3195.559,37.4375
38,18.2,3281.62,37.4375
39,0.0,3286.651,37.4375
40,0.0,3303.618,37.4375
41,18.2,3279.657,37.4375
42,19.0,3294.259,37.4375
43,0.0,3289.828,37.4375
44,19.0,3279.253,37.4375
45,0.0,3305.418,37.4375
46,90.0,2988.913,37.4375
47,19.8,3281.646,37.4375
48,16.0,3300.066,37.4375
49,1.0,1451.446,37.4375
50,18.0,3300.089,37.4375
51,0.0,3282.417,37.4375
52,52.0,3294.971,37.4375
53,16.0,1465.632,37.4375
54,17.2,3297.444,37.4375
55,0.0,3302.218,37.4375
56,0.0,3298.85,37.4375
57,0.0,3306.454,37.4375
58,0.0,3283.71,37.4375
59,0.0,3297.766,37.4375
60,0.0,3296.129,37.4375
61,44.6,1652.359,37.4375
62,1.0,3299.803,37.4375
63,0.0,3294.664,37.4375
