Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,14.3,2733.581,34.75
1,22.2,2508.102,34.75
2,16.3,2733.714,34.75
3,18.2,2765.838,34.75
4,17.0,2650.227,34.75
5,19.4,2569.943,34.75
6,51.5,2877.494,34.75
7,55.4,2931.935,34.75
8,18.0,2726.504,34.75
9,6.1,2727.594,34.75
10,6.2,2768.14,34.75
11,28.6,3156.13,34.75
12,35.4,3266.884,34.75
13,8.1,2586.397,34.75
14,16.2,2600.344,34.75
15,25.3,2823.526,34.75
16,23.2,2272.458,34.75
17,22.4,2486.868,34.75
18,34.3,3190.61,34.75
19,22.2,2455.493,34.75
20,9.1,2641.473,34.75
21,6.9,2812.975,34.75
22,38.0,2710.492,34.75
23,18.2,2641.103,34.75
24,10.0,2708.762,34.75
25,17.2,2655.405,34.75
26,15.0,2579.847,34.75
27,22.2,2634.884,34.75
28,35.0,3215.574,34.75
29,50.0,3220.001,34.75
30,18.2,3046.12,34.75
31,46.0,3171.261,34.75
32,9.1,2564.068,34.75
33,19.2,2451.061,34.75
34,14.0,2544.625,34.75
35,18.2,2678.568,34.75
36,10.1,2528.277,34.75
37,17.8,2808.574,34.75
38,19.2,2744.607,34.75
39,8.1,2877.515,34.75
40,8.0,2776.299,34.75
41,10.1,2632.978,34.75
42,22.2,2627.919,34.75
43,13.1,3140.988,34.75
44,40.4,3191.634,34.75
45,30.0,2873.384,34.75
46,19.2,2679.942,34.75
47,22.0,2619.142,34.75
48,20.2,2304.606,34.75
49,9.2,2363.519,34.75
50,57.0,3131.623,34.75
51,22.2,2575.779,34.75
52,7.0,2864.88,34.75
53,27.3,3073.087,34.75
54,11.9,2570.218,34.75
55,7.1,2601.871,34.75
56,19.0,2597.526,34.75
57,22.2,2661.149,34.75
58,24.5,2458.082,34.75
59,1.0,3067.827,34.75
60,7.0,3010.714,34.75
61,18.2,2947.274,34.75
62,63.0,3014.452,34.75
63,7.9,2932.591,34.75
