Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,22.2,2428.143,34.875
1,12.0,2317.98,34.875
2,9.0,2740.254,34.875
3,15.2,2492.74,34.875
4,21.2,2561.162,34.875
5,37.0,2786.549,34.875
6,19.0,2641.224,34.875
7,12.0,2826.57,34.875
8,10.0,2628.341,34.875
9,22.0,2556.136,34.875
10,7.9,2473.435,34.875
11,18.0,2550.529,34.875
12,36.4,3183.467,34.875
13,16.2,3009.357,34.875
14,8.1,2725.854,34.875
15,18.0,2363.769,34.875
16,18.2,2364.242,34.875
17,19.0,2287.817,34.875
18,15.0,2656.59,34.875
19,21.4,2592.976,34.875
20,6.0,2564.204,34.875
21,20.2,2414.577,34.875
22,9.0,3129.545,34.875
23,44.0,3136.019,34.875
24,8.9,2825.807,34.875
25,16.2,2596.25,34.875
26,10.9,2373.94,34.875
27,16.2,2472.744,34.875
28,50.0,3104.938,34.875
29,15.2,3011.557,34.875
30,14.9,3143.495,34.875
31,78.8,3103.523,34.875
32,12.0,2401.575,34.875
33,18.0,2382.983,34.875
34,15.2,2671.626,34.875
35,10.0,2656.758,34.875
36,12.0,2730.244,34.875
37,11.9,2565.638,34.875
38,20.0,2681.219,34.875
39,40.4,2644.069,34.875
40,11.9,2367.116,34.875
41,30.7,3022.662,34.875
42,18.0,2266.471,34.875
43,17.0,2561.564,34.875
44,13.0,3093.549,34.875
45,10.0,2735.954,34.875
46,22.2,2439.392,34.875
47,18.0,2407.104,34.875
48,11.0,2363.984,34.875
49,18.2,2148.103,34.875
50,10.8,2359.34,34.875
51,10.0,2637.102,34.875
52,18.8,2476.687,34.875
53,9.0,2643.11,34.875
54,16.0,3061.144,34.875
55,61.6,3095.243,34.875
56,15.2,2801.866,34.875
57,16.2,2437.927,34.875
58,17.0,2286.327,34.875
59,17.0,2590.32,34.875
60,21.0,3121.799,34.875
61,40.6,3197.507,34.875
62,15.0,2816.169,34.875
63,8.1,2850.956,34.875
