Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,20.0,3279.395,36.3125
1,21.8,1628.874,36.3125
2,21.0,2789.237,36.3125
3,30.0,1490.802,36.3125
4,22.8,2418.729,36.3125
5,31.4,1875.885,36.3125
6,87.1,3302.523,36.3125
7,27.7,2671.105,36.3125
8,52.0,3291.568,36.3125
9,40.4,3269.714,36.3125
10,17.0,2291.426,36.3125
11,18.2,2739.759,36.3125
12,15.2,3272.124,36.3125
13,18.2,3300.057,36.3125
14,18.2,2385.608,36.3125
15,31.0,1788.153,36.3125
16,23.8,3300.006,36.3125
17,33.7,3297.922,36.3125
18,20.2,2389.159,36.3125
19,22.0,1661.541,36.3125
20,28.0,1500.038,36.3125
21,25.0,1500.469,36.3125
22,50.0,3295.377,36.3125
23,24.0,1463.415,36.3125
24,6.0,2406.421,36.3125
25,20.8,3314.755,36.3125
26,19.8,2248.23,36.3125
27,98.0,3299.093,36.3125
28,18.0,1726.565,36.3125
29,21.8,3292.873,36.3125
30,23.0,3302.201,36.3125
31,22.2,1615.519,36.3125
32,31.0,3305.164,36.3125
33,19.8,1594.004,36.3125
34,20.0,2784.974,36.3125
35,19.0,1442.781,36.3125
36,17.0,2501.305,36.3125
37,28.2,2192.201,36.3125
38,25.5,3272.148,36.3125
39,17.6,2195.489,36.3125
40,11.0,3278.85,36.3125
41,26.7,3301.023,36.3125
42,25.0,2754.257,36.3125
43,19.8,2749.149,36.3125
44,7.9,3293.167,36.3125
45,23.8,3297.984,36.3125
46,29.7,2385.427,36.3125
47,20.0,2431.018,36.3125
48,26.3,3297.085,36.3125
49,40.8,3297.541,36.3125
50,50.0,1917.618,36.3125
51,47.0,1630.695,36.3125
52,24.8,1753.748,36.3125
53,9.0,1752.459,36.3125
54,13.0,3296.863,36.3125
55,31.7,1734.64,36.3125
56,19.0,2437.051,36.3125
57,20.6,3295.177,36.3125
58,21.2,2650.394,36.3125
59,17.8,3292.696,36.3125
60,22.8,1954.55,36.3125
61,20.0,3299.975,36.3125
62,17.6,3297.889,36.3125
63,19.8,1589.414,36.3125
