Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,16.2,1309.369,34.625
1,39.0,1501.827,34.625
2,15.0,2201.187,34.625
3,18.0,3309.79,34.625
4,8.0,3237.653,34.625
5,14.9,1648.146,34.625
6,5.1,3279.673,34.625
7,5.0,2208.965,34.625
8,12.0,1603.174,34.625
9,14.0,3313.18,34.625
10,20.8,3305.362,34.625
11,27.0,3293.935,34.625
12,20.8,2193.186,34.625
13,17.0,3302.499,34.625
14,19.8,1470.591,34.625
15,8.1,3300.664,34.625
16,46.5,2265.553,34.625
17,11.0,1371.107,34.625
18,16.7,1471.412,34.625
19,5.0,3305.364,34.625
20,2.0,1799.701,34.625
21,14.0,1795.416,34.625
22,12.0,3306.909,34.625
23,5.0,1646.807,34.625
24,41.0,2206.531,34.625
25,4.0,3309.931,34.625
26,51.5,3293.3,34.625
27,3.0,3314.37,34.625
28,4.0,3307.972,34.625
29,13.9,2200.146,34.625
30,13.9,3306.235,34.625
31,6.9,2218.014,34.625
32,4.0,1294.673,34.625
33,13.1,1496.843,34.625
34,6.0,2232.904,34.625
35,34.7,3296.57,34.625
36,14.0,3298.814,34.625
37,14.0,1636.953,34.625
38,17.0,3298.202,34.625
39,15.8,2200.639,34.625
40,10.0,3304.205,34.625
41,16.8,3298.413,34.625
42,15.0,3304.017,34.625
43,8.0,3299.411,34.625
44,15.8,2200.009,34.625
45,93.0,3242.134,34.625
46,31.4,1463.167,34.625
47,7.0,3302.974,34.625
48,11.9,2396.928,34.625
49,1.0,1371.012,34.625
50,4.0,1464.656,34.625
51,16.7,3298.571,34.625
52,5.0,1801.247,34.625
53,14.9,1796.748,34.625
54,4.0,3299.469,34.625
55,5.0,1649.713,34.625
56,4.0,2195.476,34.625
57,13.0,3300.084,34.625
58,10.9,3297.731,34.625
59,14.0,3305.023,34.625
60,14.0,3299.767,34.625
61,4.0,2204.752,34.625
62,56.0,3300.085,34.625
63,8.2,2131.498,34.625
