Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,24.2,1879.007,35.3125
1,22.2,3286.638,35.3125
2,25.3,3261.26,35.3125
3,22.8,3283.529,35.3125
4,22.8,3272.015,35.3125
5,52.0,3284.362,35.3125
6,20.0,2073.143,35.3125
7,55.9,3285.842,35.3125
8,22.2,3294.356,35.3125
9,23.0,2257.991,35.3125
10,19.8,2126.734,35.3125
11,24.2,2172.671,35.3125
12,24.0,3272.449,35.3125
13,24.0,3276.465,35.3125
14,43.0,1515.728,35.3125
15,33.0,3278.201,35.3125
16,28.3,3298.77,35.3125
17,20.8,1864.124,35.3125
18,58.8,3295.897,35.3125
19,15.0,1851.806,35.3125
20,40.4,3298.615,35.3125
21,24.0,3247.982,35.3125
22,17.2,3297.287,35.3125
23,54.5,3297.364,35.3125
24,52.5,3293.463,35.3125
25,19.0,3295.159,35.3125
26,25.0,3294.433,35.3125
27,17.0,3296.106,35.3125
28,23.0,3108.666,35.3125
29,19.2,3236.721,35.3125
30,21.8,2963.935,35.3125
31,19.0,3294.828,35.3125
32,22.0,1862.135,35.3125
33,21.8,3286.42,35.3125
34,21.2,3294.197,35.3125
35,21.2,3287.08,35.3125
36,27.7,3272.262,35.3125
37,22.8,3272.137,35.3125
38,25.3,1880.049,35.3125
39,19.8,3287.825,35.3125
40,16.8,3272.183,35.3125
41,21.0,1891.345,35.3125
42,20.2,2273.526,35.3125
43,22.0,1849.012,35.3125
44,23.8,3288.977,35.3125
45,24.0,3288.352,35.3125
46,20.2,1706.727,35.3125
47,18.2,3286.649,35.3125
48,37.4,3298.329,35.3125
49,25.7,1850.221,35.3125
50,22.0,3297.628,35.3125
51,12.9,2178.118,35.3125
52,22.2,3299.995,35.3125
53,22.0,3248.476,35.3125
54,22.8,3237.731,35.3125
55,23.0,3238.335,35.3125
56,26.7,3295.327,35.3125
57,25.7,3295.166,35.3125
58,43.0,3295.406,35.3125
59,30.4,3296.424,35.3125
60,23.0,3232.882,35.3125
61,48.5,3291.815,35.3125
62,19.0,2924.75,35.3125
63,34.3,3295.874,35.3125
