Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,22.2,2659.468,36.0625
1,13.0,2689.036,36.0625
2,11.0,2656.039,36.0625
3,12.1,2690.366,36.0625
4,34.3,3040.598,36.0625
5,18.2,2870.621,36.0625
6,9.1,2744.361,36.0625
7,12.9,2547.667,36.0625
8,21.8,2710.934,36.0625
9,21.0,2818.332,36.0625
10,22.2,2526.294,36.0625
11,18.4,2777.95,36.0625
12,21.0,2996.418,36.0625
13,26.0,2801.285,36.0625
14,31.0,3133.542,36.0625
15,17.0,2746.576,36.0625
16,20.0,3046.366,36.0625
17,25.3,2370.531,36.0625
18,56.0,3044.804,36.0625
19,15.8,2507.311,36.0625
20,23.0,3024.183,36.0625
21,10.1,3098.304,36.0625
22,19.0,3047.323,36.0625
23,16.3,2865.07,36.0625
24,16.2,2825.678,36.0625
25,23.2,2430.151,36.0625
26,16.0,3012.728,36.0625
27,59.6,3230.514,36.0625
28,75.5,3114.386,36.0625
29,22.2,2791.89,36.0625
30,89.1,3263.03,36.0625
31,28.3,2829.729,36.0625
32,22.2,2435.718,36.0625
33,22.0,2656.253,36.0625
34,21.0,2754.701,36.0625
35,19.2,2517.483,36.0625
36,12.0,3102.55,36.0625
37,63.6,2990.484,36.0625
38,20.2,2704.626,36.0625
39,20.8,2627.337,36.0625
40,59.6,2972.754,36.0625
41,25.5,2677.322,36.0625
42,15.0,2688.738,36.0625
43,33.7,2819.309,36.0625
44,19.8,2847.149,36.0625
45,20.0,2636.009,36.0625
46,11.1,3044.783,36.0625
47,10.0,2595.243,36.0625
48,12.0,2721.017,36.0625
49,12.0,2342.215,36.0625
50,23.2,2728.734,36.0625
51,13.7,2467.937,36.0625
52,25.3,2758.247,36.0625
53,17.2,2709.743,36.0625
54,10.1,2907.593,36.0625
55,11.0,3099.244,36.0625
56,20.0,2795.523,36.0625
57,24.0,2598.571,36.0625
58,9.0,2885.286,36.0625
59,19.2,3035.5,36.0625
60,10.1,2879.026,36.0625
61,12.0,2819.125,36.0625
62,12.0,3049.875,36.0625
63,22.0,2617.026,36.0625
