Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,28.3,2992.211,35.875
1,11.2,2554.392,35.875
2,29.6,2851.773,35.875
3,17.2,1838.272,35.875
4,18.2,2411.062,35.875
5,25.0,3282.296,35.875
6,21.8,2224.175,35.875
7,13.9,2338.397,35.875
8,43.4,3291.75,35.875
9,15.2,3293.966,35.875
10,25.3,2825.735,35.875
11,15.2,3293.519,35.875
12,79.0,2223.173,35.875
13,23.0,3019.524,35.875
14,38.6,2897.169,35.875
15,19.2,2285.105,35.875
16,4.0,3291.86,35.875
17,42.4,3300.029,35.875
18,9.1,3291.081,35.875
19,23.2,2568.192,35.875
20,25.3,2923.076,35.875
21,12.1,3292.625,35.875
22,49.5,3294.065,35.875
23,9.0,3294.774,35.875
24,13.9,2556.557,35.875
25,21.0,2303.166,35.875
26,14.1,1976.527,35.875
27,20.2,3075.375,35.875
28,8.1,1987.096,35.875
29,46.0,3296.596,35.875
30,92.0,3289.238,35.875
31,14.0,3306.424,35.875
32,30.0,2742.315,35.875
33,20.4,2895.626,35.875
34,11.0,2794.036,35.875
35,24.0,1839.288,35.875
36,10.9,2411.297,35.875
37,9.0,2535.263,35.875
38,21.8,2197.64,35.875
39,28.0,3292.338,35.875
40,14.1,3115.116,35.875
41,22.0,3269.751,35.875
42,14.0,2778.935,35.875
43,10.0,3292.416,35.875
44,18.4,2542.16,35.875
45,16.2,2483.621,35.875
46,80.6,2494.427,35.875
47,22.8,2288.733,35.875
48,25.3,2370.471,35.875
49,18.2,2366.487,35.875
50,61.0,3292.389,35.875
51,6.0,3283.163,35.875
52,9.0,2652.565,35.875
53,17.0,2634.185,35.875
54,21.8,3290.431,35.875
55,22.8,2496.839,35.875
56,21.2,3292.416,35.875
57,21.2,2306.126,35.875
58,23.2,1929.251,35.875
59,15.2,2497.959,35.875
60,12.1,1844.452,35.875
61,9.1,3272.101,35.875
62,22.0,3274.062,35.875
63,10.0,3272.251,35.875
