Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,29.0,2895.876,33.875
1,25.0,2474.463,33.875
2,16.0,2525.17,33.875
3,8.0,2403.842,33.875
4,93.0,2996.221,33.875
5,15.8,2769.275,33.875
6,15.8,2604.736,33.875
7,30.0,2907.034,33.875
8,29.3,2858.704,33.875
9,23.5,2742.202,33.875
10,15.8,2558.976,33.875
11,20.0,2493.257,33.875
12,26.5,3199.284,33.875
13,16.0,2485.536,33.875
14,34.3,3160.536,33.875
15,7.0,2382.818,33.875
16,22.0,2214.332,33.875
17,7.9,2427.324,33.875
18,7.0,2609.731,33.875
19,15.8,2856.832,33.875
20,47.5,3107.722,33.875
21,5.9,3158.693,33.875
22,19.0,2575.171,33.875
23,6.0,2840.542,33.875
24,16.0,3116.244,33.875
25,19.0,2992.16,33.875
26,18.0,2396.294,33.875
27,19.0,2524.409,33.875
28,53.0,3208.136,33.875
29,15.8,2417.59,33.875
30,18.2,2791.106,33.875
31,57.1,3175.796,33.875
32,14.1,2456.056,33.875
33,9.0,2456.16,33.875
34,5.1,2397.171,33.875
35,5.0,2635.799,33.875
36,15.8,2814.121,33.875
37,17.0,2627.782,33.875
38,13.9,2600.649,33.875
39,18.8,2714.616,33.875
40,16.0,2560.389,33.875
41,16.2,2575.06,33.875
42,5.9,2620.785,33.875
43,31.7,2850.952,33.875
44,16.8,2952.173,33.875
45,19.0,2677.825,33.875
46,13.9,3186.335,33.875
47,4.0,2639.545,33.875
48,5.0,2176.936,33.875
49,7.0,2423.101,33.875
50,6.9,2360.454,33.875
51,7.0,2736.648,33.875
52,5.9,2510.52,33.875
53,51.5,3183.772,33.875
54,19.0,2483.451,33.875
55,29.4,3054.437,33.875
56,5.9,3119.647,33.875
57,22.8,3043.405,33.875
58,19.2,2435.953,33.875
59,5.0,2564.171,33.875
60,4.0,3204.37,33.875
61,4.0,2377.643,33.875
62,15.3,2542.417,33.875
63,19.8,2866.745,33.875
