Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,27.6,3161.979,34.8125
1,26.0,3237.225,34.8125
2,28.7,3059.857,34.8125
3,23.2,2404.619,34.8125
4,27.3,3085.591,34.8125
5,19.2,2453.59,34.8125
6,26.5,2353.393,34.8125
7,25.3,3068.377,34.8125
8,23.0,3135.646,34.8125
9,68.3,3289.146,34.8125
10,22.4,3249.742,34.8125
11,40.0,3094.395,34.8125
12,23.0,2454.104,34.8125
13,21.8,3099.715,34.8125
14,22.8,3239.933,34.8125
15,42.4,3260.505,34.8125
16,20.8,3299.832,34.8125
17,63.6,3300.072,34.8125
18,24.2,3280.864,34.8125
19,59.6,3280.982,34.8125
20,16.0,3302.648,34.8125
21,25.0,3294.238,34.8125
22,22.2,3298.815,34.8125
23,23.2,3303.304,34.8125
24,11.9,3299.98,34.8125
25,16.3,1930.989,34.8125
26,24.5,1496.645,34.8125
27,16.7,3300.085,34.8125
28,15.0,3301.821,34.8125
29,26.7,1981.521,34.8125
30,22.2,3294.386,34.8125
31,19.8,3294.652,34.8125
32,21.6,3253.018,34.8125
33,29.0,3254.016,34.8125
34,27.0,3124.574,34.8125
35,19.0,2436.674,34.8125
36,27.0,3141.767,34.8125
37,18.8,3298.531,34.8125
38,19.0,3297.445,34.8125
39,27.0,3129.568,34.8125
40,20.8,3297.186,34.8125
41,35.6,3246.274,34.8125
42,41.4,2485.976,34.8125
43,26.3,3139.726,34.8125
44,25.7,3299.798,34.8125
45,27.0,3142.518,34.8125
46,7.0,3165.755,34.8125
47,25.0,3264.919,34.8125
48,23.0,3300.075,34.8125
49,20.2,3300.071,34.8125
50,19.0,3301.983,34.8125
51,15.3,3297.221,34.8125
52,29.3,3290.881,34.8125
53,57.0,3279.394,34.8125
54,20.4,3299.796,34.8125
55,15.8,3279.695,34.8125
56,93.9,3301.107,34.8125
57,17.2,3295.384,34.8125
58,52.5,1523.859,34.8125
59,27.3,3300.085,34.8125
60,21.8,3302.338,34.8125
61,27.3,3295.589,34.8125
62,27.7,3295.57,34.8125
63,14.0,3299.92,34.8125
