Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,22.4,2263.237,35.5625
1,18.8,2514.786,35.5625
2,11.2,2546.293,35.5625
3,13.0,2634.053,35.5625
4,21.2,2749.57,35.5625
5,18.2,2408.214,35.5625
6,10.1,2586.533,35.5625
7,18.8,3101.506,35.5625
8,35.6,2909.949,35.5625
9,20.2,2681.271,35.5625
10,18.4,2679.471,35.5625
11,15.2,2450.748,35.5625
12,17.0,2664.626,35.5625
13,9.0,2610.302,35.5625
14,54.0,3131.438,35.5625
15,41.4,3066.045,35.5625
16,36.4,3027.613,35.5625
17,13.1,2443.077,35.5625
18,18.0,2588.538,35.5625
19,6.0,2474.948,35.5625
20,8.1,2531.853,35.5625
21,10.1,2799.909,35.5625
22,9.9,2991.928,35.5625
23,16.2,2599.757,35.5625
24,22.2,3032.638,35.5625
25,19.4,2793.295,35.5625
26,18.4,2800.688,35.5625
27,23.0,2997.087,35.5625
28,14.0,2536.093,35.5625
29,46.5,3256.468,35.5625
30,42.0,2988.126,35.5625
31,20.6,2521.218,35.5625
32,14.1,2432.14,35.5625
33,22.2,2581.702,35.5625
34,19.4,2427.747,35.5625
35,21.0,2960.221,35.5625
36,49.0,2781.109,35.5625
37,18.4,2613.997,35.5625
38,16.0,2576.948,35.5625
39,20.2,3181.257,35.5625
40,22.2,2659.206,35.5625
41,14.7,2920.957,35.5625
42,24.2,2584.647,35.5625
43,21.0,2493.754,35.5625
44,8.9,2703.525,35.5625
45,9.1,2772.841,35.5625
46,19.2,3026.224,35.5625
47,40.6,3044.749,35.5625
48,58.0,3225.505,35.5625
49,24.0,2333.168,35.5625
50,39.8,3062.805,35.5625
51,41.0,2765.758,35.5625
52,10.0,2888.262,35.5625
53,23.2,2660.346,35.5625
54,10.1,2694.924,35.5625
55,9.1,2602.857,35.5625
56,8.0,2864.66,35.5625
57,5.0,2737.423,35.5625
58,48.5,3103.047,35.5625
59,20.2,2675.244,35.5625
60,21.2,2589.259,35.5625
61,11.0,3211.613,35.5625
62,22.2,2880.917,35.5625
63,25.3,2549.63,35.5625
