Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,23.2,3299.81,35.0
1,30.3,3299.894,35.0
2,15.0,3300.542,35.0
3,22.2,2190.471,35.0
4,22.2,2428.286,35.0
5,10.9,1779.096,35.0
6,23.0,2338.59,35.0
7,23.2,2941.218,35.0
8,37.0,2182.034,35.0
9,19.2,2448.052,35.0
10,35.0,2370.837,35.0
11,26.0,3299.784,35.0
12,13.1,3312.371,35.0
13,21.2,3311.454,35.0
14,20.0,3305.898,35.0
15,9.0,3297.431,35.0
16,66.0,3236.346,35.0
17,39.6,1466.727,35.0
18,14.1,1480.257,35.0
19,58.0,1722.106,35.0
20,26.7,1308.442,35.0
21,17.2,1301.493,35.0
22,43.0,3299.849,35.0
23,21.8,3304.742,35.0
24,17.2,2408.977,35.0
25,30.3,1374.271,35.0
26,22.0,2378.548,35.0
27,15.2,3153.179,35.0
28,24.0,2596.478,35.0
29,22.4,3299.532,35.0
30,49.5,3255.327,35.0
31,13.9,1471.6,35.0
32,16.8,3298.389,35.0
33,82.8,3221.217,35.0
34,21.2,3159.459,35.0
35,17.0,3309.915,35.0
36,22.8,3284.674,35.0
37,23.0,2344.878,35.0
38,36.3,3290.638,35.0
39,19.0,3299.745,35.0
40,17.0,2408.768,35.0
41,14.9,2461.309,35.0
42,11.0,3265.24,35.0
43,14.0,3300.084,35.0
44,10.0,3302.364,35.0
45,10.0,2921.371,35.0
46,42.0,3302.556,35.0
47,29.7,3235.468,35.0
48,22.2,3072.81,35.0
49,10.1,1466.261,35.0
50,20.0,1429.264,35.0
51,16.0,2262.272,35.0
52,14.9,1499.541,35.0
53,56.0,1496.583,35.0
54,20.2,3301.439,35.0
55,18.2,3293.246,35.0
56,22.4,2397.29,35.0
57,13.9,1370.68,35.0
58,14.9,2200.161,35.0
59,17.0,3304.621,35.0
60,16.0,3298.928,35.0
61,22.2,3248.608,35.0
62,19.0,3295.215,35.0
63,19.0,1465.506,35.0
