Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,7.1,2196.39,35.375
1,19.4,3294.811,35.375
2,72.7,2857.528,35.375
3,8.0,1443.569,35.375
4,17.2,2821.836,35.375
5,12.9,1349.187,35.375
6,19.0,1647.154,35.375
7,15.3,3289.961,35.375
8,18.2,1512.922,35.375
9,49.5,1714.109,35.375
10,4.0,2157.414,35.375
11,14.1,3297.631,35.375
12,22.4,3012.319,35.375
13,40.0,2655.772,35.375
14,20.2,3295.236,35.375
15,12.1,1465.667,35.375
16,15.0,2409.055,35.375
17,8.0,1483.505,35.375
18,49.0,1485.211,35.375
19,16.3,1518.759,35.375
20,5.0,2296.56,35.375
21,19.0,1518.074,35.375
22,7.9,2976.612,35.375
23,13.3,3297.769,35.375
24,10.0,2226.417,35.375
25,16.3,3297.759,35.375
26,15.5,3297.492,35.375
27,19.4,3297.798,35.375
28,14.1,1517.293,35.375
29,6.9,1587.912,35.375
30,52.0,3268.598,35.375
31,9.1,3304.135,35.375
32,19.2,2198.056,35.375
33,27.7,3299.559,35.375
34,10.0,3293.946,35.375
35,13.0,1463.889,35.375
36,36.7,3026.399,35.375
37,20.2,1408.875,35.375
38,19.2,1599.836,35.375
39,9.0,3300.077,35.375
40,6.1,2117.132,35.375
41,6.9,1709.931,35.375
42,20.2,1533.334,35.375
43,8.0,3298.834,35.375
44,17.0,3045.838,35.375
45,24.8,1538.518,35.375
46,10.0,3293.646,35.375
47,16.2,1465.322,35.375
48,10.0,3299.813,35.375
49,7.0,1465.737,35.375
50,12.0,1499.968,35.375
51,17.3,1516.886,35.375
52,20.4,1517.589,35.375
53,19.0,1516.48,35.375
54,48.5,3269.563,35.375
55,56.4,3301.174,35.375
56,15.2,1477.36,35.375
57,6.9,3304.82,35.375
58,38.8,3268.466,35.375
59,17.7,3297.964,35.375
60,17.2,1516.052,35.375
61,15.0,1516.177,35.375
62,8.0,3288.871,35.375
63,50.5,3290.546,35.375
