Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,25.5,1731.397,34.375
1,16.3,3304.251,34.375
2,18.4,3307.897,34.375
3,14.1,3304.787,34.375
4,45.5,3295.014,34.375
5,18.2,1975.103,34.375
6,19.0,2185.433,34.375
7,25.3,3313.376,34.375
8,14.0,3298.475,34.375
9,48.0,3291.393,34.375
10,41.4,3309.175,34.375
11,11.1,3288.631,34.375
12,24.0,1765.981,34.375
13,22.0,2213.268,34.375
14,17.2,2238.829,34.375
15,19.2,3306.833,34.375
16,24.2,2287.424,34.375
17,18.4,2719.952,34.375
18,14.3,3299.697,34.375
19,18.0,3299.806,34.375
20,19.4,3300.865,34.375
21,12.1,3301.296,34.375
22,18.0,3294.331,34.375
23,18.2,2373.307,34.375
24,38.0,3315.567,34.375
25,21.2,2463.186,34.375
26,23.2,3298.792,34.375
27,19.2,2456.362,34.375
28,56.4,3296.412,34.375
29,20.2,3300.238,34.375
30,22.2,3303.798,34.375
31,17.2,2314.165,34.375
32,12.0,3291.182,34.375
33,32.3,3298.55,34.375
34,19.2,3305.763,34.375
35,30.3,3294.727,34.375
36,43.0,3298.785,34.375
37,13.1,2200.936,34.375
38,26.3,1844.671,34.375
39,18.2,3301.152,34.375
40,40.4,3296.781,34.375
41,20.2,3292.721,34.375
42,19.2,3145.955,34.375
43,55.4,3293.2,34.375
44,19.2,3297.037,34.375
45,16.2,2308.413,34.375
46,22.2,2266.406,34.375
47,19.4,3305.763,34.375
48,12.1,3300.04,34.375
49,13.3,2893.553,34.375
50,17.2,3299.498,34.375
51,45.5,3300.083,34.375
52,12.9,3297.102,34.375
53,17.3,3296.771,34.375
54,23.2,3300.084,34.375
55,49.5,2919.894,34.375
56,15.2,3247.365,34.375
57,21.2,3293.107,34.375
58,12.2,1695.951,34.375
59,22.2,3299.222,34.375
60,45.4,3299.673,34.375
61,10.0,3300.084,34.375
62,22.2,3284.434,34.375
63,9.1,3295.492,34.375
