Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,20.2,2486.23,34.1875
1,21.2,2510.128,34.1875
2,23.0,3074.251,34.1875
3,19.2,3061.402,34.1875
4,15.0,2851.16,34.1875
5,20.2,2850.407,34.1875
6,55.0,3198.1,34.1875
7,22.0,2783.539,34.1875
8,18.0,2684.59,34.1875
9,21.8,2968.787,34.1875
10,16.0,2797.746,34.1875
11,15.7,2835.079,34.1875
12,14.9,2718.287,34.1875
13,17.8,2782.144,34.1875
14,14.9,2978.02,34.1875
15,61.6,3045.079,34.1875
16,19.2,2468.41,34.1875
17,19.8,2641.99,34.1875
18,59.0,3136.598,34.1875
19,8.0,2854.161,34.1875
20,18.2,2740.189,34.1875
21,22.0,3018.981,34.1875
22,18.4,3279.437,34.1875
23,22.2,2231.83,34.1875
24,18.0,2591.136,34.1875
25,20.4,2348.135,34.1875
26,17.0,2869.575,34.1875
27,20.2,2383.043,34.1875
28,20.0,2353.193,34.1875
29,16.3,2932.508,34.1875
30,10.0,2869.324,34.1875
31,15.8,3015.34,34.1875
32,28.3,2668.271,34.1875
33,23.5,2850.22,34.1875
34,16.0,2976.384,34.1875
35,14.0,2927.189,34.1875
36,22.0,2574.471,34.1875
37,14.9,2767.693,34.1875
38,16.8,3271.323,34.1875
39,13.9,3143.626,34.1875
40,15.8,2806.464,34.1875
41,14.9,3006.672,34.1875
42,17.2,2651.221,34.1875
43,19.0,2655.934,34.1875
44,18.0,2928.214,34.1875
45,17.2,2678.849,34.1875
46,19.2,2869.611,34.1875
47,16.2,2495.235,34.1875
48,19.2,2476.306,34.1875
49,15.8,2967.205,34.1875
50,20.2,2547.932,34.1875
51,25.3,2465.085,34.1875
52,14.0,2855.255,34.1875
53,14.9,2995.89,34.1875
54,83.8,3239.947,34.1875
55,16.0,2288.043,34.1875
56,14.0,3024.145,34.1875
57,21.2,2360.2,34.1875
58,14.9,2986.812,34.1875
59,7.9,2773.853,34.1875
60,25.5,2364.305,34.1875
61,14.0,2921.178,34.1875
62,18.2,2606.335,34.1875
63,16.2,3013.98,34.1875
