Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,24.8,1503.12,37.3125
1,10.0,1797.385,37.3125
2,19.0,2533.629,37.3125
3,46.5,2374.096,37.3125
4,53.9,1801.189,37.3125
5,12.9,1798.109,37.3125
6,23.0,2989.966,37.3125
7,10.0,1709.164,37.3125
8,16.2,1795.072,37.3125
9,10.0,1797.596,37.3125
10,21.8,1888.473,37.3125
11,22.2,2301.59,37.3125
12,8.0,2450.849,37.3125
13,7.1,1567.834,37.3125
14,9.0,1399.941,37.3125
15,36.4,3210.559,37.3125
16,15.2,3301.881,37.3125
17,21.8,2153.647,37.3125
18,11.9,3312.621,37.3125
19,11.0,1464.805,37.3125
20,24.5,3280.652,37.3125
21,25.7,3301.989,37.3125
22,10.0,3307.061,37.3125
23,22.0,3303.739,37.3125
24,11.9,3303.767,37.3125
25,21.0,3324.776,37.3125
26,21.0,3293.674,37.3125
27,17.0,1471.113,37.3125
28,32.3,3296.994,37.3125
29,24.0,3306.678,37.3125
30,43.4,2789.621,37.3125
31,19.8,1435.972,37.3125
32,9.0,1484.288,37.3125
33,9.0,2306.201,37.3125
34,14.1,3296.725,37.3125
35,8.0,3301.856,37.3125
36,10.0,1989.826,37.3125
37,10.0,2309.081,37.3125
38,9.0,3299.878,37.3125
39,10.0,2155.061,37.3125
40,9.1,2336.402,37.3125
41,8.1,2320.362,37.3125
42,10.0,2195.195,37.3125
43,9.0,3288.702,37.3125
44,20.0,3298.028,37.3125
45,9.1,2199.218,37.3125
46,59.4,1465.139,37.3125
47,17.8,3292.506,37.3125
48,21.8,3301.179,37.3125
49,20.8,2199.806,37.3125
50,20.8,3296.43,37.3125
51,16.0,1465.727,37.3125
52,21.8,3299.892,37.3125
53,21.0,3287.413,37.3125
54,19.8,3301.396,37.3125
55,21.8,3303.891,37.3125
56,24.5,1688.181,37.3125
57,21.0,3299.265,37.3125
58,24.0,3295.844,37.3125
59,20.0,1465.074,37.3125
60,15.2,3298.022,37.3125
61,15.0,3288.614,37.3125
62,44.6,2777.296,37.3125
63,21.2,1410.036,37.3125
