Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,17.0,2400.106,34.125
1,17.2,2400.084,34.125
2,22.2,2321.239,34.125
3,29.3,2555.327,34.125
4,20.8,2191.46,34.125
5,20.2,2313.52,34.125
6,26.3,2319.472,34.125
7,27.3,2164.678,34.125
8,19.8,2399.197,34.125
9,21.0,2300.535,34.125
10,21.8,2292.472,34.125
11,19.2,3266.131,34.125
12,20.4,2119.169,34.125
13,20.2,2098.927,34.125
14,20.8,2081.362,34.125
15,69.0,3303.685,34.125
16,15.2,2201.882,34.125
17,23.0,3295.497,34.125
18,15.0,3316.455,34.125
19,19.4,2480.378,34.125
20,28.0,1463.976,34.125
21,35.7,3267.729,34.125
22,19.0,3289.85,34.125
23,17.2,3314.246,34.125
24,20.2,3273.329,34.125
25,30.0,3293.395,34.125
26,45.5,3296.196,34.125
27,11.9,3306.334,34.125
28,26.5,3311.809,34.125
29,23.0,2511.321,34.125
30,62.0,3314.291,34.125
31,11.1,3302.854,34.125
32,21.8,2072.585,34.125
33,20.0,2108.026,34.125
34,21.2,2026.169,34.125
35,22.0,2387.291,34.125
36,19.6,1948.923,34.125
37,20.0,2033.914,34.125
38,21.2,2032.725,34.125
39,24.8,2052.712,34.125
40,19.4,2103.061,34.125
41,21.0,2105.761,34.125
42,22.0,2185.135,34.125
43,24.0,1998.749,34.125
44,17.8,2092.784,34.125
45,18.8,2100.52,34.125
46,26.3,2063.668,34.125
47,21.2,3300.408,34.125
48,22.2,2198.651,34.125
49,25.0,3286.679,34.125
50,33.0,3293.724,34.125
51,20.0,2510.696,34.125
52,16.5,1464.294,34.125
53,20.2,3290.903,34.125
54,19.0,3298.911,34.125
55,19.8,3300.652,34.125
56,20.2,3299.107,34.125
57,19.2,3298.364,34.125
58,65.7,3265.021,34.125
59,23.0,3296.858,34.125
60,19.2,3290.912,34.125
61,18.0,2382.911,34.125
62,17.2,3301.24,34.125
63,20.0,3295.206,34.125
