Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,26.7,3111.158,33.8125
1,44.0,2792.475,33.8125
2,43.6,3243.981,33.8125
3,39.2,2429.016,33.8125
4,37.9,1560.726,33.8125
5,41.2,3029.295,33.8125
6,27.7,3296.944,33.8125
7,45.6,1593.455,33.8125
8,17.2,3280.585,33.8125
9,45.1,1591.064,33.8125
10,43.6,2664.228,33.8125
11,28.4,2858.021,33.8125
12,44.6,2246.833,33.8125
13,21.0,3295.74,33.8125
14,40.2,1590.293,33.8125
15,30.4,3293.6,33.8125
16,28.7,2524.297,33.8125
17,28.7,2733.601,33.8125
18,28.3,3287.157,33.8125
19,26.5,3293.86,33.8125
20,44.0,1754.376,33.8125
21,26.7,3293.857,33.8125
22,25.5,3299.719,33.8125
23,27.5,3300.092,33.8125
24,21.0,3297.165,33.8125
25,38.8,2198.493,33.8125
26,32.0,3104.891,33.8125
27,33.0,3299.709,33.8125
28,22.8,3295.185,33.8125
29,18.0,2779.762,33.8125
30,18.2,3293.996,33.8125
31,24.0,3299.706,33.8125
32,43.6,3182.625,33.8125
33,44.0,3183.048,33.8125
34,73.3,3286.398,33.8125
35,42.2,2194.992,33.8125
36,44.7,1761.767,33.8125
37,18.0,3295.127,33.8125
38,40.6,3300.081,33.8125
39,30.4,1765.88,33.8125
40,41.2,3294.491,33.8125
41,44.7,1754.97,33.8125
42,44.6,3057.731,33.8125
43,44.6,3299.747,33.8125
44,25.5,2199.977,33.8125
45,39.6,3300.082,33.8125
46,43.6,1749.979,33.8125
47,42.2,3297.447,33.8125
48,74.0,2533.724,33.8125
49,20.0,3294.479,33.8125
50,18.0,2772.356,33.8125
51,28.4,3293.779,33.8125
52,19.6,2131.252,33.8125
53,38.8,3293.773,33.8125
54,63.4,3299.715,33.8125
55,17.8,3300.082,33.8125
56,23.0,3297.104,33.8125
57,25.7,2198.621,33.8125
58,20.0,2926.178,33.8125
59,41.2,3299.927,33.8125
60,49.0,3295.569,33.8125
61,17.0,2785.305,33.8125
62,16.8,3295.781,33.8125
63,17.0,3299.704,33.8125
