Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,11.1,1498.36,33.1875
1,14.9,1800.502,33.1875
2,12.0,1774.095,33.1875
3,9.9,1796.816,33.1875
4,9.9,1833.647,33.1875
5,15.0,1706.849,33.1875
6,75.0,3265.979,33.1875
7,14.1,2383.463,33.1875
8,11.1,1798.991,33.1875
9,15.0,1798.31,33.1875
10,10.0,1499.849,33.1875
11,15.8,1799.262,33.1875
12,24.0,1796.179,33.1875
13,11.0,1800.046,33.1875
14,12.0,1714.678,33.1875
15,9.1,2200.895,33.1875
16,21.0,1647.544,33.1875
17,44.0,3285.278,33.1875
18,15.2,1499.784,33.1875
19,9.1,1499.795,33.1875
20,56.0,1799.6,33.1875
21,9.0,1799.348,33.1875
22,85.3,3280.857,33.1875
23,14.0,1961.806,33.1875
24,10.0,1465.196,33.1875
25,34.3,3304.278,33.1875
26,13.0,1798.175,33.1875
27,14.0,1796.888,33.1875
28,10.0,1800.673,33.1875
29,9.1,1797.47,33.1875
30,12.1,1795.542,33.1875
31,8.1,1498.849,33.1875
32,9.1,1498.722,33.1875
33,15.0,2102.807,33.1875
34,10.0,1830.712,33.1875
35,14.0,1667.68,33.1875
36,15.0,2273.965,33.1875
37,15.0,1711.545,33.1875
38,13.1,3296.142,33.1875
39,14.1,1647.388,33.1875
40,9.0,1795.207,33.1875
41,14.1,1796.597,33.1875
42,11.1,1498.153,33.1875
43,14.9,1798.712,33.1875
44,14.0,1730.996,33.1875
45,10.0,2307.092,33.1875
46,9.1,2203.755,33.1875
47,15.0,3168.309,33.1875
48,9.1,1702.025,33.1875
49,10.0,3296.778,33.1875
50,9.1,1499.71,33.1875
51,10.0,1495.69,33.1875
52,10.0,1660.826,33.1875
53,9.1,1664.974,33.1875
54,16.0,3178.396,33.1875
55,10.0,2540.065,33.1875
56,12.1,1466.486,33.1875
57,13.1,3295.005,33.1875
58,9.1,1797.631,33.1875
59,9.9,1797.506,33.1875
60,14.1,1798.747,33.1875
61,11.1,1796.761,33.1875
62,10.0,1798.129,33.1875
63,11.9,1499.137,33.1875
