Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,15.2,3258.99,36.125
1,14.0,1519.126,36.125
2,36.4,2467.653,36.125
3,16.3,2283.699,36.125
4,16.0,3296.57,36.125
5,14.1,3296.404,36.125
6,16.8,3295.682,36.125
7,14.1,3296.454,36.125
8,53.5,2377.717,36.125
9,13.0,2136.499,36.125
10,18.0,1827.406,36.125
11,48.5,3301.31,36.125
12,14.0,3011.679,36.125
13,18.0,3001.631,36.125
14,11.1,2309.833,36.125
15,13.1,3296.341,36.125
16,20.2,3282.423,36.125
17,13.0,1649.603,36.125
18,37.4,1909.311,36.125
19,5.0,3137.055,36.125
20,17.0,2437.797,36.125
21,17.0,3294.285,36.125
22,12.0,2140.535,36.125
23,13.1,2308.316,36.125
24,9.0,3297.542,36.125
25,14.0,1803.656,36.125
26,11.0,1465.391,36.125
27,23.2,3296.673,36.125
28,20.0,3299.998,36.125
29,54.5,3298.38,36.125
30,15.2,3296.905,36.125
31,10.1,1648.151,36.125
32,16.0,3293.62,36.125
33,12.1,1518.756,36.125
34,25.3,1705.593,36.125
35,17.8,2307.875,36.125
36,13.1,3298.269,36.125
37,17.0,3297.115,36.125
38,15.0,3293.568,36.125
39,57.0,3297.048,36.125
40,14.0,2197.409,36.125
41,4.0,1926.792,36.125
42,18.8,2239.119,36.125
43,26.3,3294.142,36.125
44,9.0,3047.063,36.125
45,15.8,3048.963,36.125
46,10.0,1496.594,36.125
47,9.1,3296.626,36.125
48,13.0,3299.066,36.125
49,11.1,1647.878,36.125
50,12.0,2255.844,36.125
51,15.2,1835.739,36.125
52,11.0,2719.329,36.125
53,16.2,3294.739,36.125
54,15.0,1847.442,36.125
55,14.0,1845.628,36.125
56,98.0,3293.608,36.125
57,10.1,2374.505,36.125
58,88.0,1463.377,36.125
59,15.0,3300.081,36.125
60,14.0,3294.755,36.125
61,17.2,3294.947,36.125
62,11.1,3297.962,36.125
63,8.1,2222.951,36.125
