Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,18.4,3304.78,35.0
1,24.2,3303.965,35.0
2,24.2,3302.848,35.0
3,27.6,3313.115,35.0
4,74.7,3238.952,35.0
5,21.2,3314.63,35.0
6,21.2,1466.096,35.0
7,21.2,3300.127,35.0
8,20.0,3299.36,35.0
9,19.2,3293.708,35.0
10,20.0,3303.293,35.0
11,25.3,3309.032,35.0
12,25.7,3300.084,35.0
13,26.0,3297.682,35.0
14,59.4,3175.338,35.0
15,17.8,3312.011,35.0
16,21.6,1545.818,35.0
17,20.2,1860.295,35.0
18,23.0,1987.609,35.0
19,26.3,2466.984,35.0
20,18.0,3294.833,35.0
21,31.3,1471.688,35.0
22,21.0,2368.119,35.0
23,21.2,3303.811,35.0
24,17.0,3296.445,35.0
25,20.8,2215.506,35.0
26,52.5,1427.473,35.0
27,26.3,2386.887,35.0
28,26.0,2350.421,35.0
29,92.0,3291.62,35.0
30,56.0,2461.643,35.0
31,19.8,2355.351,35.0
32,24.5,3307.246,35.0
33,17.0,3288.06,35.0
34,19.0,3292.478,35.0
35,21.8,3291.352,35.0
36,31.0,3299.804,35.0
37,29.0,3296.429,35.0
38,27.3,1466.34,35.0
39,22.8,3283.151,35.0
40,27.3,3294.249,35.0
41,21.0,3297.674,35.0
42,22.0,3304.178,35.0
43,24.2,3298.298,35.0
44,26.0,3293.939,35.0
45,21.2,3294.118,35.0
46,41.8,3248.824,35.0
47,35.4,3299.354,35.0
48,22.0,1383.416,35.0
49,23.2,2267.633,35.0
50,23.0,1992.634,35.0
51,23.2,2356.905,35.0
52,52.0,3287.35,35.0
53,11.9,1462.847,35.0
54,26.0,3285.573,35.0
55,26.8,3291.11,35.0
56,55.0,3282.519,35.0
57,25.0,2316.545,35.0
58,15.2,1372.885,35.0
59,24.2,2080.657,35.0
60,17.2,1970.296,35.0
61,16.2,3294.013,35.0
62,20.2,2424.427,35.0
63,26.3,2355.585,35.0
