Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,33.6,1833.654,35.3125
1,12.1,3295.063,35.3125
2,12.1,3284.606,35.3125
3,11.0,1679.884,35.3125
4,11.2,2157.581,35.3125
5,12.1,3295.055,35.3125
6,31.3,3304.535,35.3125
7,14.1,3297.37,35.3125
8,13.9,2278.382,35.3125
9,16.2,3292.745,35.3125
10,33.3,3273.286,35.3125
11,14.1,3275.847,35.3125
12,12.9,3295.66,35.3125
13,25.5,3295.203,35.3125
14,23.5,3292.674,35.3125
15,18.2,3312.025,35.3125
16,16.8,1490.047,35.3125
17,27.7,1815.491,35.3125
18,18.8,2264.943,35.3125
19,38.4,3300.084,35.3125
20,67.0,3310.999,35.3125
21,18.2,1789.639,35.3125
22,58.4,3264.921,35.3125
23,17.0,3255.14,35.3125
24,16.0,1869.93,35.3125
25,11.0,3292.462,35.3125
26,20.0,2405.93,35.3125
27,5.9,3217.131,35.3125
28,53.5,3281.812,35.3125
29,21.0,1899.063,35.3125
30,16.0,2266.724,35.3125
31,10.9,1710.867,35.3125
32,20.2,1811.798,35.3125
33,9.0,3295.11,35.3125
34,14.1,3297.547,35.3125
35,42.0,1681.191,35.3125
36,18.2,3292.144,35.3125
37,11.0,3295.05,35.3125
38,23.5,3297.529,35.3125
39,11.1,3299.695,35.3125
40,36.4,3298.28,35.3125
41,22.4,3292.735,35.3125
42,19.2,3297.724,35.3125
43,60.0,3304.807,35.3125
44,23.2,3295.084,35.3125
45,24.2,3295.194,35.3125
46,24.2,3292.665,35.3125
47,33.3,3292.548,35.3125
48,9.1,1498.138,35.3125
49,66.3,1815.548,35.3125
50,26.3,1784.521,35.3125
51,19.4,3300.206,35.3125
52,29.7,3300.392,35.3125
53,6.0,2156.894,35.3125
54,11.1,3300.168,35.3125
55,15.2,3292.496,35.3125
56,50.0,2201.025,35.3125
57,13.0,3299.559,35.3125
58,5.9,3269.776,35.3125
59,13.0,2416.011,35.3125
60,19.2,3295.386,35.3125
61,14.0,1900.471,35.3125
62,7.9,2494.003,35.3125
63,12.1,1698.717,35.3125
