Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,22.2,2212.718,36.0
1,17.0,3305.859,36.0
2,19.0,3305.053,36.0
3,19.0,3307.362,36.0
4,20.0,2207.008,36.0
5,25.5,3302.862,36.0
6,36.4,3305.949,36.0
7,23.8,1814.507,36.0
8,18.8,2194.306,36.0
9,21.8,2353.456,36.0
10,24.0,2431.45,36.0
11,20.0,3306.859,36.0
12,16.0,2199.401,36.0
13,24.5,3294.541,36.0
14,51.0,2198.566,36.0
15,22.8,3292.521,36.0
16,24.0,2401.868,36.0
17,24.0,1372.666,36.0
18,17.0,1373.659,36.0
19,24.0,2401.337,36.0
20,58.0,3307.621,36.0
21,25.5,1646.755,36.0
22,71.7,3305.954,36.0
23,22.0,2214.141,36.0
24,13.9,3311.906,36.0
25,12.0,3308.472,36.0
26,24.0,2201.034,36.0
27,20.2,3300.407,36.0
28,18.8,3297.298,36.0
29,21.0,3304.084,36.0
30,22.8,3317.362,36.0
31,19.8,2200.056,36.0
32,25.7,2194.755,36.0
33,26.7,3302.879,36.0
34,21.8,3292.698,36.0
35,19.8,3294.202,36.0
36,18.0,2196.641,36.0
37,15.8,3295.294,36.0
38,21.8,3318.408,36.0
39,18.8,2365.933,36.0
40,21.2,1691.351,36.0
41,19.6,2315.66,36.0
42,16.8,2326.682,36.0
43,15.0,3305.745,36.0
44,57.0,2197.762,36.0
45,50.0,3242.48,36.0
46,32.3,2199.644,36.0
47,29.4,3232.381,36.0
48,23.2,2400.906,36.0
49,17.0,1368.433,36.0
50,20.0,1368.732,36.0
51,22.2,2395.688,36.0
52,19.0,3296.238,36.0
53,8.9,1647.49,36.0
54,11.1,3062.097,36.0
55,22.0,2199.229,36.0
56,19.0,3298.482,36.0
57,16.0,3284.62,36.0
58,17.0,2199.745,36.0
59,58.0,3299.921,36.0
60,18.2,3282.831,36.0
61,10.9,3299.202,36.0
62,61.0,3297.404,36.0
63,16.0,2195.424,36.0
