Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,9.4,1996.657,35.125
1,17.3,2330.141,35.125
2,2.0,3310.295,35.125
3,2.0,2109.226,35.125
4,18.0,2291.27,35.125
5,18.0,2344.366,35.125
6,15.8,3303.759,35.125
7,3.0,2140.661,35.125
8,18.2,2330.843,35.125
9,2.0,2075.761,35.125
10,10.1,3302.979,35.125
11,16.0,2371.126,35.125
12,18.0,2378.62,35.125
13,1.0,3304.231,35.125
14,73.7,3241.957,35.125
15,23.0,1650.166,35.125
16,1.0,2296.921,35.125
17,19.2,3308.009,35.125
18,3.0,3299.412,35.125
19,56.0,3298.201,35.125
20,57.0,2343.35,35.125
21,15.8,3311.261,35.125
22,18.0,2292.215,35.125
23,20.8,3290.422,35.125
24,7.9,3320.36,35.125
25,2.0,2366.619,35.125
26,16.0,2240.151,35.125
27,2.0,1779.959,35.125
28,1.0,3301.697,35.125
29,3.0,2001.667,35.125
30,6.0,1934.916,35.125
31,17.0,2261.004,35.125
32,3.0,2340.969,35.125
33,16.0,2370.628,35.125
34,18.0,3296.606,35.125
35,18.2,2428.57,35.125
36,2.0,1909.067,35.125
37,17.0,2386.082,35.125
38,2.0,3300.608,35.125
39,16.2,2357.091,35.125
40,18.0,2371.053,35.125
41,18.2,2350.956,35.125
42,2.0,3297.119,35.125
43,1.0,1463.403,35.125
44,18.2,2421.956,35.125
45,15.8,3294.424,35.125
46,13.9,3293.278,35.125
47,11.0,2388.043,35.125
48,18.2,2361.575,35.125
49,3.0,2821.553,35.125
50,20.0,3305.676,35.125
51,15.8,3303.977,35.125
52,2.0,2316.945,35.125
53,44.0,3297.35,35.125
54,2.0,1870.881,35.125
55,17.8,3297.974,35.125
56,52.6,2974.161,35.125
57,2.0,2579.045,35.125
58,15.2,2175.249,35.125
59,35.4,1734.089,35.125
60,15.8,3292.611,35.125
61,13.9,1749.938,35.125
62,16.0,2305.591,35.125
63,2.0,1917.597,35.125
