Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,20.0,2380.708,35.1875
1,10.1,1936.438,35.1875
2,10.0,3260.405,35.1875
3,10.9,3263.664,35.1875
4,0.0,3300.276,35.1875
5,10.1,1975.416,35.1875
6,58.8,3251.272,35.1875
7,12.1,1648.332,35.1875
8,0.0,3185.448,35.1875
9,9.0,1988.859,35.1875
10,9.9,3264.368,35.1875
11,0.0,3306.145,35.1875
12,0.0,3307.893,35.1875
13,9.9,1995.648,35.1875
14,0.0,3305.458,35.1875
15,0.0,1647.459,35.1875
16,48.0,3271.403,35.1875
17,8.0,1511.633,35.1875
18,16.2,3300.435,35.1875
19,9.0,1970.081,35.1875
20,51.5,1649.653,35.1875
21,9.8,1977.433,35.1875
22,10.0,3269.576,35.1875
23,0.0,2224.807,35.1875
24,0.0,1483.7,35.1875
25,0.0,2347.189,35.1875
26,19.2,3270.938,35.1875
27,10.0,3261.076,35.1875
28,9.0,1985.919,35.1875
29,0.0,1818.39,35.1875
30,0.0,1463.158,35.1875
31,46.0,3299.517,35.1875
32,3.0,2400.773,35.1875
33,9.0,1936.495,35.1875
34,21.8,3299.605,35.1875
35,11.0,3263.886,35.1875
36,29.3,3266.338,35.1875
37,10.0,1975.599,35.1875
38,8.0,3269.167,35.1875
39,1.0,3287.476,35.1875
40,9.9,1977.453,35.1875
41,9.0,1988.825,35.1875
42,2.0,2393.648,35.1875
43,9.9,1971.972,35.1875
44,8.9,1978.29,35.1875
45,9.0,1995.616,35.1875
46,9.0,1976.329,35.1875
47,26.0,1646.855,35.1875
48,28.7,3299.409,35.1875
49,9.9,1463.967,35.1875
50,10.8,1970.914,35.1875
51,26.0,3218.525,35.1875
52,0.0,1647.634,35.1875
53,1.0,3295.37,35.1875
54,0.0,3291.704,35.1875
55,10.0,3263.937,35.1875
56,1.0,1476.571,35.1875
57,10.0,3265.534,35.1875
58,10.0,3283.05,35.1875
59,0.0,3299.565,35.1875
60,0.0,3299.756,35.1875
61,9.9,1870.721,35.1875
62,0.0,1465.802,35.1875
63,51.0,3273.769,35.1875
