Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,23.2,2635.824,34.5
1,38.0,2669.439,34.5
2,19.0,2933.057,34.5
3,14.0,3070.335,34.5
4,20.0,2607.389,34.5
5,26.0,2707.346,34.5
6,15.3,2991.001,34.5
7,24.2,2529.221,34.5
8,48.0,3034.908,34.5
9,56.1,3193.437,34.5
10,28.0,3000.504,34.5
11,44.0,3085.765,34.5
12,25.0,2738.313,34.5
13,27.7,3012.69,34.5
14,28.0,2794.644,34.5
15,18.2,2629.121,34.5
16,24.0,3093.002,34.5
17,60.0,2841.662,34.5
18,23.2,2950.697,34.5
19,19.0,2684.504,34.5
20,23.8,3013.796,34.5
21,27.3,2698.815,34.5
22,52.0,3227.112,34.5
23,26.3,2704.889,34.5
24,14.0,3066.221,34.5
25,19.0,2811.429,34.5
26,46.5,2972.384,34.5
27,22.0,2618.007,34.5
28,19.2,2998.5,34.5
29,80.2,3146.396,34.5
30,18.0,3262.619,34.5
31,22.2,2966.818,34.5
32,16.2,2680.691,34.5
33,6.0,2586.226,34.5
34,23.0,2939.469,34.5
35,28.6,2643.026,34.5
36,21.0,2681.408,34.5
37,15.8,3073.553,34.5
38,18.2,3010.018,34.5
39,20.4,2507.78,34.5
40,25.0,2660.612,34.5
41,22.2,3078.02,34.5
42,18.0,2903.095,34.5
43,31.0,2854.576,34.5
44,34.0,2943.89,34.5
45,24.0,2769.528,34.5
46,15.8,2727.448,34.5
47,19.0,2839.826,34.5
48,25.0,2656.069,34.5
49,20.0,2755.579,34.5
50,56.4,3116.758,34.5
51,25.0,2437.34,34.5
52,16.2,2802.374,34.5
53,25.3,2695.548,34.5
54,17.2,3196.486,34.5
55,12.0,2780.548,34.5
56,26.5,2684.934,34.5
57,18.0,2947.506,34.5
58,22.2,2818.144,34.5
59,20.8,2594.499,34.5
60,19.0,2891.114,34.5
61,25.0,3220.223,34.5
62,21.2,3187.115,34.5
63,19.2,2734.603,34.5
