Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,15.2,3300.172,35.375
1,59.6,3311.363,35.375
2,17.3,2850.998,35.375
3,21.2,3313.166,35.375
4,22.0,3302.313,35.375
5,19.0,3310.014,35.375
6,41.4,3295.805,35.375
7,25.7,3308.103,35.375
8,29.3,3303.636,35.375
9,36.0,3241.259,35.375
10,20.0,2250.558,35.375
11,42.6,3302.064,35.375
12,22.0,3306.179,35.375
13,20.2,2067.755,35.375
14,18.2,3300.4,35.375
15,20.0,3308.792,35.375
16,27.3,1466.57,35.375
17,55.4,3280.436,35.375
18,18.2,2408.15,35.375
19,30.3,3241.835,35.375
20,66.0,3255.062,35.375
21,18.2,2261.558,35.375
22,18.2,3309.394,35.375
23,33.0,3272.13,35.375
24,16.2,3311.028,35.375
25,47.0,3295.808,35.375
26,40.0,3316.56,35.375
27,25.0,3305.618,35.375
28,15.0,3302.828,35.375
29,23.0,3300.494,35.375
30,15.0,3305.152,35.375
31,18.2,3294.717,35.375
32,21.4,3295.04,35.375
33,15.0,3300.206,35.375
34,18.0,3298.36,35.375
35,22.2,3300.853,35.375
36,15.0,3299.215,35.375
37,28.0,3296.995,35.375
38,67.0,3235.303,35.375
39,15.3,3300.725,35.375
40,26.5,3296.371,35.375
41,20.0,3300.048,35.375
42,17.8,2197.077,35.375
43,18.2,3287.789,35.375
44,17.0,3302.149,35.375
45,23.2,2113.194,35.375
46,24.0,3299.88,35.375
47,22.0,3296.814,35.375
48,20.2,1466.273,35.375
49,17.2,3302.057,35.375
50,25.0,3050.152,35.375
51,17.2,3271.014,35.375
52,16.2,3290.415,35.375
53,23.0,2202.844,35.375
54,20.0,3302.423,35.375
55,14.0,3299.709,35.375
56,16.0,3303.699,35.375
57,19.2,3286.238,35.375
58,16.0,3291.458,35.375
59,21.0,3300.403,35.375
60,23.2,3299.116,35.375
61,58.0,3290.427,35.375
62,13.0,3305.246,35.375
63,25.0,3299.969,35.375
