Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,11.9,3293.046,35.3125
1,13.0,3182.274,35.3125
2,31.7,3299.739,35.3125
3,16.0,3295.571,35.3125
4,12.0,2166.051,35.3125
5,83.8,3292.365,35.3125
6,29.3,3305.848,35.3125
7,7.0,1649.474,35.3125
8,8.1,1999.78,35.3125
9,13.0,1393.805,35.3125
10,29.0,3295.256,35.3125
11,16.0,2199.742,35.3125
12,29.0,3297.167,35.3125
13,14.1,1476.713,35.3125
14,16.0,1603.81,35.3125
15,7.9,1480.037,35.3125
16,12.0,1466.223,35.3125
17,15.0,3297.797,35.3125
18,16.2,1844.117,35.3125
19,11.0,1860.815,35.3125
20,13.1,3297.678,35.3125
21,6.1,1465.582,35.3125
22,7.0,1465.667,35.3125
23,13.0,3155.11,35.3125
24,5.0,1499.244,35.3125
25,5.9,1783.553,35.3125
26,89.1,3300.654,35.3125
27,15.0,3295.675,35.3125
28,57.0,3300.084,35.3125
29,5.0,1463.402,35.3125
30,12.0,3299.946,35.3125
31,8.1,3299.987,35.3125
32,14.0,3293.009,35.3125
33,5.0,2095.797,35.3125
34,17.2,3295.38,35.3125
35,15.8,3295.555,35.3125
36,13.0,1858.271,35.3125
37,7.0,3290.701,35.3125
38,11.1,3297.661,35.3125
39,4.0,2179.286,35.3125
40,12.1,2360.45,35.3125
41,5.0,2257.651,35.3125
42,24.5,3289.711,35.3125
43,13.0,2246.594,35.3125
44,12.9,3297.693,35.3125
45,7.1,3306.688,35.3125
46,7.1,1502.264,35.3125
47,5.0,1466.67,35.3125
48,47.5,1532.283,35.3125
49,7.0,3299.278,35.3125
50,15.0,1910.272,35.3125
51,49.0,2135.163,35.3125
52,19.2,3297.671,35.3125
53,15.0,1633.116,35.3125
54,5.0,1490.015,35.3125
55,7.1,2178.658,35.3125
56,5.0,1485.421,35.3125
57,11.0,1684.997,35.3125
58,11.0,3295.401,35.3125
59,21.8,3295.013,35.3125
60,12.0,3300.074,35.3125
61,5.0,1465.977,35.3125
62,7.0,3303.442,35.3125
63,53.5,3296.519,35.3125
