Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,20.2,2397.88,34.875
1,42.0,3298.161,34.875
2,12.1,1465.233,34.875
3,7.9,3305.995,34.875
4,15.0,3268.2,34.875
5,18.8,2244.815,34.875
6,16.0,2241.531,34.875
7,14.3,3292.103,34.875
8,37.0,3297.469,34.875
9,20.2,2247.328,34.875
10,7.0,1466.324,34.875
11,20.6,3297.468,34.875
12,5.0,3306.896,34.875
13,21.0,2439.129,34.875
14,9.0,1646.922,34.875
15,37.3,3295.021,34.875
16,48.5,3279.388,34.875
17,14.9,2267.763,34.875
18,8.1,1413.328,34.875
19,16.0,2454.537,34.875
20,43.0,2448.394,34.875
21,18.8,1755.09,34.875
22,53.5,2896.686,34.875
23,13.9,3299.36,34.875
24,33.7,2261.341,34.875
25,52.5,3277.311,34.875
26,19.8,3310.738,34.875
27,12.9,1714.135,34.875
28,18.2,3283.511,34.875
29,37.3,2257.706,34.875
30,10.1,3306.596,34.875
31,16.0,2451.913,34.875
32,17.0,1673.016,34.875
33,14.0,2435.418,34.875
34,12.2,1463.71,34.875
35,17.8,2447.547,34.875
36,35.0,3284.806,34.875
37,18.2,2240.758,34.875
38,16.0,2241.69,34.875
39,32.0,3279.994,34.875
40,10.1,3304.928,34.875
41,14.0,3293.417,34.875
42,29.0,1466.865,34.875
43,36.0,3291.899,34.875
44,17.6,2441.537,34.875
45,22.0,2439.003,34.875
46,12.1,1964.726,34.875
47,70.0,3270.274,34.875
48,21.0,3279.725,34.875
49,18.0,2256.202,34.875
50,17.2,1760.403,34.875
51,7.1,2444.937,34.875
52,14.0,3297.688,34.875
53,9.0,3299.46,34.875
54,12.7,2555.629,34.875
55,26.3,3277.045,34.875
56,0.0,3294.001,34.875
57,17.0,3277.903,34.875
58,13.9,3281.358,34.875
59,8.9,1506.617,34.875
60,18.8,3277.181,34.875
61,7.9,3156.055,34.875
62,21.0,1755.507,34.875
63,8.9,3302.286,34.875
