Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,19.4,2487.657,35.25
1,18.2,3299.876,35.25
2,12.9,3299.225,35.25
3,13.9,3298.925,35.25
4,30.7,3294.587,35.25
5,20.8,3294.861,35.25
6,20.6,3299.723,35.25
7,20.0,3315.795,35.25
8,24.0,3186.508,35.25
9,12.2,3303.639,35.25
10,14.1,2198.011,35.25
11,12.1,3294.835,35.25
12,20.0,2354.675,35.25
13,22.5,2199.048,35.25
14,70.7,3294.011,35.25
15,41.6,3238.05,35.25
16,22.0,1840.64,35.25
17,27.3,3256.531,35.25
18,27.7,3264.313,35.25
19,19.0,3299.826,35.25
20,22.5,3291.45,35.25
21,14.0,1814.545,35.25
22,93.0,3291.579,35.25
23,20.0,3291.044,35.25
24,27.0,3267.449,35.25
25,20.8,3300.08,35.25
26,18.0,3305.657,35.25
27,47.5,3299.827,35.25
28,18.0,3295.539,35.25
29,16.2,3307.757,35.25
30,16.0,2995.151,35.25
31,16.2,3298.153,35.25
32,21.0,1865.661,35.25
33,60.6,3237.752,35.25
34,20.2,3302.089,35.25
35,20.0,3301.451,35.25
36,31.7,3295.4,35.25
37,18.2,3297.156,35.25
38,13.9,3291.227,35.25
39,15.0,3290.27,35.25
40,15.8,2887.004,35.25
41,16.0,3295.506,35.25
42,21.0,2555.556,35.25
43,21.0,3295.617,35.25
44,12.0,3299.813,35.25
45,21.6,2631.969,35.25
46,17.0,2135.794,35.25
47,18.8,3294.247,35.25
48,24.2,1835.631,35.25
49,22.2,3290.948,35.25
50,11.0,3300.092,35.25
51,81.2,3291.668,35.25
52,42.2,3257.791,35.25
53,19.0,2028.833,35.25
54,18.0,3291.407,35.25
55,21.2,3303.675,35.25
56,17.0,3288.527,35.25
57,18.0,3289.828,35.25
58,13.0,2944.918,35.25
59,21.0,3291.087,35.25
60,12.1,3302.465,35.25
61,7.0,3295.438,35.25
62,19.8,2391.946,35.25
63,14.1,2391.781,35.25
