Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,22.0,2721.61,35.0
1,26.5,2644.806,35.0
2,14.9,2810.865,35.0
3,25.5,2726.946,35.0
4,21.0,2679.751,35.0
5,18.4,2631.676,35.0
6,30.7,3129.585,35.0
7,17.6,2619.177,35.0
8,20.8,2574.446,35.0
9,26.8,3043.646,35.0
10,24.2,2966.064,35.0
11,24.8,2954.877,35.0
12,19.8,2646.822,35.0
13,16.8,2809.336,35.0
14,20.0,2586.492,35.0
15,63.0,3182.686,35.0
16,29.3,2623.488,35.0
17,12.6,2766.729,35.0
18,19.0,2652.636,35.0
19,18.8,2749.342,35.0
20,69.0,3111.057,35.0
21,21.0,2654.071,35.0
22,25.0,2755.249,35.0
23,12.0,2973.05,35.0
24,46.0,3234.725,35.0
25,22.0,2909.785,35.0
26,34.7,2991.145,35.0
27,29.0,2636.012,35.0
28,34.3,3162.34,35.0
29,54.0,3283.642,35.0
30,20.2,2601.692,35.0
31,26.0,3006.475,35.0
32,20.0,2829.093,35.0
33,29.3,2550.965,35.0
34,50.5,2874.221,35.0
35,22.2,2582.543,35.0
36,20.2,2573.527,35.0
37,19.8,2861.581,35.0
38,18.8,2796.867,35.0
39,20.0,2771.374,35.0
40,25.0,2718.855,35.0
41,89.1,3135.148,35.0
42,14.0,2740.44,35.0
43,20.2,2889.789,35.0
44,17.8,2595.662,35.0
45,17.2,2783.662,35.0
46,21.8,2539.941,35.0
47,14.0,3201.737,35.0
48,19.0,2561.558,35.0
49,27.3,2469.672,35.0
50,43.0,3096.274,35.0
51,16.8,3154.833,35.0
52,12.0,2708.643,35.0
53,16.0,2716.118,35.0
54,16.3,2610.363,35.0
55,18.8,2690.191,35.0
56,23.0,3257.067,35.0
57,8.0,2544.917,35.0
58,19.0,2800.47,35.0
59,20.0,2644.165,35.0
60,15.8,2923.4,35.0
61,8.0,3083.271,35.0
62,22.2,2648.1,35.0
63,43.4,3100.789,35.0
