Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,20.4,3218.38,35.4375
1,32.3,3299.449,35.4375
2,25.3,3299.395,35.4375
3,22.5,1466.426,35.4375
4,33.7,2200.012,35.4375
5,30.7,3249.976,35.4375
6,28.7,2785.44,35.4375
7,26.3,3004.298,35.4375
8,83.0,3257.956,35.4375
9,21.8,3289.184,35.4375
10,32.3,2195.922,35.4375
11,21.2,3169.293,35.4375
12,18.0,3029.705,35.4375
13,26.3,2983.09,35.4375
14,30.7,3298.635,35.4375
15,31.0,2200.426,35.4375
16,15.0,3277.224,35.4375
17,12.0,1462.372,35.4375
18,14.1,2462.606,35.4375
19,26.7,3300.489,35.4375
20,49.5,1767.504,35.4375
21,44.0,3302.941,35.4375
22,67.0,3273.72,35.4375
23,18.0,3301.418,35.4375
24,41.6,3307.087,35.4375
25,35.4,3273.852,35.4375
26,25.7,2320.527,35.4375
27,29.7,3306.731,35.4375
28,23.0,2152.122,35.4375
29,22.0,2724.198,35.4375
30,54.0,2558.4,35.4375
31,19.2,3299.531,35.4375
32,34.3,2743.933,35.4375
33,44.0,3292.531,35.4375
34,21.2,3300.074,35.4375
35,29.3,1463.635,35.4375
36,86.3,2197.868,35.4375
37,23.0,3299.258,35.4375
38,20.0,2817.876,35.4375
39,20.8,3300.1,35.4375
40,28.7,3292.823,35.4375
41,31.7,3290.386,35.4375
42,19.0,2188.153,35.4375
43,22.8,3300.085,35.4375
44,27.0,2401.344,35.4375
45,22.0,3018.657,35.4375
46,18.8,3299.479,35.4375
47,19.0,3298.5,35.4375
48,61.6,3300.598,35.4375
49,7.0,1466.644,35.4375
50,29.4,2403.15,35.4375
51,26.0,3301.342,35.4375
52,18.8,2363.49,35.4375
53,7.0,3300.317,35.4375
54,21.8,3300.081,35.4375
55,22.0,3303.209,35.4375
56,26.0,3296.188,35.4375
57,26.0,3305.887,35.4375
58,15.0,2259.529,35.4375
59,10.0,3299.986,35.4375
60,20.0,2026.311,35.4375
61,21.0,2646.753,35.4375
62,25.0,2170.501,35.4375
63,22.2,3302.051,35.4375
