Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,28.0,2749.115,35.625
1,25.0,3314.1,35.625
2,28.0,2587.723,35.625
3,87.9,3264.432,35.625
4,47.0,3300.043,35.625
5,47.0,3294.932,35.625
6,24.8,3263.322,35.625
7,25.7,3289.901,35.625
8,28.7,2428.286,35.625
9,24.8,2242.951,35.625
10,23.2,3297.505,35.625
11,22.0,3297.368,35.625
12,26.7,3305.178,35.625
13,26.0,3299.932,35.625
14,44.0,3299.918,35.625
15,38.0,3277.446,35.625
16,33.7,3283.335,35.625
17,72.0,3294.906,35.625
18,26.0,3297.482,35.625
19,25.0,3309.079,35.625
20,22.2,3305.169,35.625
21,27.0,3274.363,35.625
22,23.0,3295.075,35.625
23,22.8,3294.951,35.625
24,22.0,3312.346,35.625
25,29.0,3294.927,35.625
26,20.6,3297.482,35.625
27,31.7,2201.461,35.625
28,20.0,3302.04,35.625
29,55.6,3297.486,35.625
30,30.0,3265.187,35.625
31,28.0,3297.318,35.625
32,27.0,3292.536,35.625
33,30.4,3292.55,35.625
34,23.8,2303.035,35.625
35,21.8,3290.56,35.625
36,48.5,3297.903,35.625
37,25.7,3294.935,35.625
38,21.8,3290.075,35.625
39,23.0,3299.995,35.625
40,32.4,3290.395,35.625
41,28.4,3294.472,35.625
42,19.8,3297.534,35.625
43,22.5,3297.354,35.625
44,31.4,3300.078,35.625
45,23.5,3299.928,35.625
46,24.8,3295.675,35.625
47,24.0,3299.922,35.625
48,29.0,3298.91,35.625
49,23.5,3294.62,35.625
50,25.0,3300.395,35.625
51,21.8,3297.48,35.625
52,22.8,3294.711,35.625
53,92.0,3299.441,35.625
54,20.0,3295.072,35.625
55,21.0,3294.951,35.625
56,17.8,3296.665,35.625
57,28.0,3294.907,35.625
58,26.0,3299.188,35.625
59,26.7,2198.997,35.625
60,22.8,3297.481,35.625
61,33.7,3299.17,35.625
62,27.3,3297.5,35.625
63,14.0,3285.281,35.625
