Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,29.6,1499.964,35.375
1,35.0,1467.285,35.375
2,33.7,3249.944,35.375
3,25.7,2198.604,35.375
4,12.9,3052.584,35.375
5,34.0,3307.074,35.375
6,26.7,2200.021,35.375
7,58.4,3242.117,35.375
8,27.0,3303.378,35.375
9,23.8,3243.174,35.375
10,37.0,1646.346,35.375
11,13.9,3318.873,35.375
12,18.8,2222.922,35.375
13,20.0,3310.932,35.375
14,28.0,3299.175,35.375
15,15.2,3301.457,35.375
16,47.5,2672.21,35.375
17,18.0,3300.04,35.375
18,54.0,1802.114,35.375
19,29.3,1492.976,35.375
20,21.0,2539.444,35.375
21,16.8,2448.004,35.375
22,23.8,2426.803,35.375
23,25.0,3297.735,35.375
24,11.0,3183.55,35.375
25,31.0,2974.412,35.375
26,23.2,1672.847,35.375
27,87.0,3301.948,35.375
28,27.3,1436.248,35.375
29,22.2,3313.081,35.375
30,24.2,1505.385,35.375
31,16.2,1797.903,35.375
32,21.0,1391.455,35.375
33,24.8,1499.541,35.375
34,20.0,3298.592,35.375
35,16.7,2199.717,35.375
36,38.6,3298.211,35.375
37,32.0,3304.549,35.375
38,25.0,2196.935,35.375
39,44.6,3051.334,35.375
40,25.7,3301.537,35.375
41,15.0,3295.211,35.375
42,16.0,1647.7,35.375
43,29.7,3293.785,35.375
44,14.9,3309.435,35.375
45,28.7,3302.802,35.375
46,26.0,3011.452,35.375
47,26.0,3291.861,35.375
48,15.7,1714.436,35.375
49,35.6,3257.747,35.375
50,26.3,2280.508,35.375
51,17.0,1493.148,35.375
52,14.9,3304.664,35.375
53,23.8,3305.865,35.375
54,15.0,3302.516,35.375
55,18.0,3300.121,35.375
56,62.0,3245.349,35.375
57,30.4,3302.212,35.375
58,27.0,1466.179,35.375
59,14.3,3292.236,35.375
60,16.3,1465.489,35.375
61,24.0,3298.643,35.375
62,15.0,1500.42,35.375
63,13.9,1797.725,35.375
