Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,24.2,3298.381,35.8125
1,16.2,3315.687,35.8125
2,10.3,3300.432,35.8125
3,17.2,3300.201,35.8125
4,20.2,3283.806,35.8125
5,24.0,2043.219,35.8125
6,21.6,3300.123,35.8125
7,75.0,3300.006,35.8125
8,21.8,3300.051,35.8125
9,17.2,3306.647,35.8125
10,14.0,2236.484,35.8125
11,19.2,3297.361,35.8125
12,17.2,3306.115,35.8125
13,23.0,3299.221,35.8125
14,20.8,3299.142,35.8125
15,15.0,3305.687,35.8125
16,22.8,2498.885,35.8125
17,23.2,2385.805,35.8125
18,64.0,2200.07,35.8125
19,22.8,3300.09,35.8125
20,63.6,3295.011,35.8125
21,25.0,2392.503,35.8125
22,23.0,2202.998,35.8125
23,23.8,3300.125,35.8125
24,53.9,1466.71,35.8125
25,15.0,3305.627,35.8125
26,45.5,1465.544,35.8125
27,34.7,3300.11,35.8125
28,23.0,3301.451,35.8125
29,25.0,1473.091,35.8125
30,20.8,3298.934,35.8125
31,24.5,3301.854,35.8125
32,24.0,3297.983,35.8125
33,22.8,3300.084,35.8125
34,16.2,3300.386,35.8125
35,16.2,3295.654,35.8125
36,19.8,2937.811,35.8125
37,24.0,2052.05,35.8125
38,30.0,3301.818,35.8125
39,28.0,3239.448,35.8125
40,82.4,3245.415,35.8125
41,20.0,3293.662,35.8125
42,22.8,1466.477,35.8125
43,22.0,3300.063,35.8125
44,28.0,3300.065,35.8125
45,29.0,3299.115,35.8125
46,16.0,3298.445,35.8125
47,16.0,3301.338,35.8125
48,16.2,3257.102,35.8125
49,33.0,2394.41,35.8125
50,17.2,2200.05,35.8125
51,23.0,3300.053,35.8125
52,15.0,3302.677,35.8125
53,23.5,2240.363,35.8125
54,5.9,1986.05,35.8125
55,21.2,3300.084,35.8125
56,8.0,1464.335,35.8125
57,26.0,3300.058,35.8125
58,21.2,1467.907,35.8125
59,14.0,3300.072,35.8125
60,51.5,3298.513,35.8125
61,21.2,1465.838,35.8125
62,16.0,3293.818,35.8125
63,52.9,3299.754,35.8125
