Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,17.3,1547.435,35.3125
1,17.2,3289.748,35.3125
2,26.3,3266.892,35.3125
3,35.0,3296.529,35.3125
4,19.0,2296.034,35.3125
5,24.8,3298.968,35.3125
6,28.0,3289.342,35.3125
7,21.4,3297.511,35.3125
8,26.0,3302.59,35.3125
9,29.0,3311.915,35.3125
10,39.4,3309.608,35.3125
11,30.7,3300.814,35.3125
12,20.8,3304.353,35.3125
13,18.8,3180.032,35.3125
14,28.6,2758.269,35.3125
15,54.4,3274.013,35.3125
16,19.0,2224.384,35.3125
17,25.5,3253.927,35.3125
18,18.2,2858.962,35.3125
19,22.8,3304.9,35.3125
20,17.2,3296.558,35.3125
21,19.2,3296.477,35.3125
22,12.1,3299.403,35.3125
23,43.9,3297.062,35.3125
24,15.2,3296.685,35.3125
25,20.2,2827.599,35.3125
26,15.2,3219.428,35.3125
27,10.1,2291.008,35.3125
28,24.8,3308.852,35.3125
29,51.0,3296.472,35.3125
30,27.3,3310.315,35.3125
31,21.2,3308.025,35.3125
32,28.3,1534.898,35.3125
33,22.0,3302.125,35.3125
34,77.0,3296.337,35.3125
35,28.6,3295.683,35.3125
36,26.0,2284.97,35.3125
37,27.0,3294.543,35.3125
38,28.0,3301.555,35.3125
39,24.2,3288.959,35.3125
40,24.8,3296.443,35.3125
41,18.0,3296.238,35.3125
42,22.0,3296.222,35.3125
43,21.2,3296.426,35.3125
44,21.8,3298.769,35.3125
45,18.2,3155.584,35.3125
46,18.4,2259.164,35.3125
47,18.2,3297.055,35.3125
48,26.0,2241.003,35.3125
49,11.1,3292.357,35.3125
50,20.0,2287.359,35.3125
51,17.8,3293.008,35.3125
52,61.0,3291.848,35.3125
53,21.0,3298.714,35.3125
54,32.7,3286.514,35.3125
55,20.2,3299.786,35.3125
56,26.0,3298.53,35.3125
57,20.2,3295.902,35.3125
58,19.2,1624.358,35.3125
59,49.0,2280.573,35.3125
60,13.3,3296.41,35.3125
61,22.0,3297.709,35.3125
62,23.0,3300.085,35.3125
63,19.0,3299.866,35.3125
