Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,55.0,2943.367,34.3125
1,18.2,3030.959,34.3125
2,18.0,2771.899,34.3125
3,23.0,3014.221,34.3125
4,24.0,2726.048,34.3125
5,20.2,2676.12,34.3125
6,20.0,2666.065,34.3125
7,22.8,2651.85,34.3125
8,22.0,2454.855,34.3125
9,28.3,2685.683,34.3125
10,27.0,2849.734,34.3125
11,30.0,2605.893,34.3125
12,23.0,2712.317,34.3125
13,23.5,2675.616,34.3125
14,21.2,2817.971,34.3125
15,53.5,3098.174,34.3125
16,21.0,2454.533,34.3125
17,21.2,2506.478,34.3125
18,21.2,2730.343,34.3125
19,23.8,2697.042,34.3125
20,41.4,2968.565,34.3125
21,21.8,2508.418,34.3125
22,19.0,3144.422,34.3125
23,10.0,2919.945,34.3125
24,24.0,2669.536,34.3125
25,17.2,2831.494,34.3125
26,21.0,2689.101,34.3125
27,11.1,3111.168,34.3125
28,54.0,3127.616,34.3125
29,25.7,2673.518,34.3125
30,28.0,2969.727,34.3125
31,70.4,3177.308,34.3125
32,51.0,2897.758,34.3125
33,24.2,2747.616,34.3125
34,22.0,2601.128,34.3125
35,21.0,3014.063,34.3125
36,20.8,2657.257,34.3125
37,22.0,2697.551,34.3125
38,21.0,2556.674,34.3125
39,25.0,2630.673,34.3125
40,21.2,2484.013,34.3125
41,21.2,2610.082,34.3125
42,26.0,2754.514,34.3125
43,20.0,2597.521,34.3125
44,29.3,2672.818,34.3125
45,23.8,2612.744,34.3125
46,48.5,2970.165,34.3125
47,34.7,3079.335,34.3125
48,27.5,2526.173,34.3125
49,21.2,2683.297,34.3125
50,15.2,2892.552,34.3125
51,21.8,2774.113,34.3125
52,22.0,2868.268,34.3125
53,21.8,2498.854,34.3125
54,50.5,3081.906,34.3125
55,59.4,3189.924,34.3125
56,22.0,2603.078,34.3125
57,24.2,2693.434,34.3125
58,34.7,3093.033,34.3125
59,24.0,2834.391,34.3125
60,22.0,3026.986,34.3125
61,24.2,2824.333,34.3125
62,22.8,2762.757,34.3125
63,19.0,3033.161,34.3125
