Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,17.3,3295.805,36.0
1,15.3,3295.579,36.0
2,17.2,1522.354,36.0
3,10.2,2427.461,36.0
4,15.2,3039.982,36.0
5,21.8,1518.5,36.0
6,43.1,3255.63,36.0
7,59.4,1768.181,36.0
8,17.8,1774.822,36.0
9,11.0,2311.282,36.0
10,14.0,3035.452,36.0
11,20.8,3292.7,36.0
12,23.0,2309.212,36.0
13,16.2,2310.969,36.0
14,19.8,3299.922,36.0
15,17.2,3293.33,36.0
16,6.0,2768.339,36.0
17,30.5,1462.783,36.0
18,49.5,3285.498,36.0
19,45.0,3301.501,36.0
20,9.9,2148.505,36.0
21,14.1,2124.338,36.0
22,10.0,3078.355,36.0
23,12.0,2334.19,36.0
24,39.0,3291.17,36.0
25,14.1,1646.934,36.0
26,10.0,2277.267,36.0
27,12.0,1614.754,36.0
28,11.1,2184.53,36.0
29,9.1,3096.458,36.0
30,15.8,1559.876,36.0
31,12.0,1817.095,36.0
32,14.1,3293.388,36.0
33,16.8,3282.716,36.0
34,15.7,1515.21,36.0
35,16.8,1718.47,36.0
36,17.8,3303.554,36.0
37,17.8,1502.025,36.0
38,22.5,3291.8,36.0
39,36.0,1864.282,36.0
40,14.9,1450.904,36.0
41,15.8,2079.862,36.0
42,19.0,1854.26,36.0
43,15.2,3294.817,36.0
44,16.0,2786.389,36.0
45,16.0,2810.094,36.0
46,86.7,3253.251,36.0
47,22.0,3295.132,36.0
48,20.8,2874.434,36.0
49,18.2,1373.964,36.0
50,5.0,3300.106,36.0
51,11.1,3302.546,36.0
52,15.8,3136.655,36.0
53,8.1,2668.687,36.0
54,21.8,2162.07,36.0
55,61.0,3304.755,36.0
56,17.0,3299.929,36.0
57,14.1,2176.959,36.0
58,48.5,1937.876,36.0
59,6.1,2276.564,36.0
60,19.8,1685.735,36.0
61,21.0,3130.879,36.0
62,10.1,1556.528,36.0
63,18.0,2457.961,36.0
