Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,16.5,2520.758,34.0625
1,18.0,2454.267,34.0625
2,87.9,3201.723,34.0625
3,18.4,2764.465,34.0625
4,19.4,2510.974,34.0625
5,17.8,2516.684,34.0625
6,15.2,2676.219,34.0625
7,15.0,2547.497,34.0625
8,14.1,2812.546,34.0625
9,14.1,2656.835,34.0625
10,16.0,2943.859,34.0625
11,43.0,3122.453,34.0625
12,25.3,2835.487,34.0625
13,18.2,2576.125,34.0625
14,23.5,2624.103,34.0625
15,19.4,3079.733,34.0625
16,21.0,2566.981,34.0625
17,34.3,2899.987,34.0625
18,55.4,3158.087,34.0625
19,18.8,2532.571,34.0625
20,24.2,2906.824,34.0625
21,15.3,2629.292,34.0625
22,14.9,3142.837,34.0625
23,14.1,2544.397,34.0625
24,50.5,3126.655,34.0625
25,17.2,2529.922,34.0625
26,10.2,2647.926,34.0625
27,18.0,2631.555,34.0625
28,16.2,3110.581,34.0625
29,54.5,3200.13,34.0625
30,16.2,2991.741,34.0625
31,12.1,2964.357,34.0625
32,17.2,2397.2,34.0625
33,18.2,2536.459,34.0625
34,15.3,2875.579,34.0625
35,17.2,2539.194,34.0625
36,14.0,2770.631,34.0625
37,18.8,2519.051,34.0625
38,15.8,2726.606,34.0625
39,14.1,2593.183,34.0625
40,13.1,2906.016,34.0625
41,14.1,2701.286,34.0625
42,14.3,2694.161,34.0625
43,64.0,3246.015,34.0625
44,15.2,2628.953,34.0625
45,15.2,2704.081,34.0625
46,15.2,2694.345,34.0625
47,19.0,3099.354,34.0625
48,17.3,3030.681,34.0625
49,45.0,2868.378,34.0625
50,10.0,3076.667,34.0625
51,15.2,2471.489,34.0625
52,14.1,2679.126,34.0625
53,15.8,2625.404,34.0625
54,50.0,3233.481,34.0625
55,24.5,2613.368,34.0625
56,15.0,2996.411,34.0625
57,15.0,2463.245,34.0625
58,42.9,3091.558,34.0625
59,15.2,2501.251,34.0625
60,19.4,2757.675,34.0625
61,18.8,3078.854,34.0625
62,14.1,2933.201,34.0625
63,14.9,2667.949,34.0625
