Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,19.4,1920.423,37.0625
1,19.0,3295.991,37.0625
2,20.0,3281.141,37.0625
3,17.8,3295.895,37.0625
4,88.1,3281.423,37.0625
5,0.0,1985.572,37.0625
6,17.6,2018.426,37.0625
7,13.9,3290.13,37.0625
8,20.8,3295.329,37.0625
9,1.0,3292.707,37.0625
10,18.8,1992.009,37.0625
11,17.6,3300.084,37.0625
12,16.2,1825.938,37.0625
13,19.0,3292.792,37.0625
14,3.0,1646.638,37.0625
15,21.8,3295.21,37.0625
16,29.7,3294.744,37.0625
17,22.2,1931.066,37.0625
18,25.0,2190.346,37.0625
19,27.7,3298.903,37.0625
20,72.7,3298.253,37.0625
21,30.0,3298.752,37.0625
22,34.3,3213.657,37.0625
23,53.5,3292.513,37.0625
24,42.0,3295.835,37.0625
25,35.6,3296.028,37.0625
26,23.2,3297.794,37.0625
27,26.7,3297.544,37.0625
28,34.7,3298.666,37.0625
29,25.0,3298.581,37.0625
30,39.6,3297.168,37.0625
31,31.4,3297.575,37.0625
32,18.8,2081.844,37.0625
33,23.0,3295.17,37.0625
34,3.0,2201.181,37.0625
35,20.0,3297.54,37.0625
36,2.0,3298.185,37.0625
37,18.6,3161.954,37.0625
38,35.6,3299.876,37.0625
39,19.8,3293.225,37.0625
40,15.8,3297.322,37.0625
41,16.0,3297.235,37.0625
42,3.0,2235.177,37.0625
43,12.1,3293.875,37.0625
44,15.8,1985.33,37.0625
45,22.2,3292.821,37.0625
46,11.9,1648.899,37.0625
47,15.8,3297.318,37.0625
48,59.4,3285.361,37.0625
49,31.0,2012.586,37.0625
50,26.5,2204.721,37.0625
51,92.1,3298.382,37.0625
52,26.7,3298.681,37.0625
53,33.7,3298.8,37.0625
54,26.7,3293.571,37.0625
55,46.5,3292.162,37.0625
56,33.0,3296.303,37.0625
57,39.6,3296.453,37.0625
58,25.7,3297.644,37.0625
59,57.0,3297.336,37.0625
60,23.0,3298.665,37.0625
61,28.7,3298.581,37.0625
62,29.3,3297.487,37.0625
63,51.0,3297.455,37.0625
